batch, input_dim, output_dim, total_forward_time(ms), mean_forward_time(ms)
256,2048,64,2734.854248046875,0.2734854248046875
256,2048,128,2725.0029296875,0.27250029296875
256,2048,256,2735.260009765625,0.2735260009765625
256,2048,512,2736.6376953125,0.27366376953125
256,2048,1024,2705.576416015625,0.2705576416015625
256,2048,2048,3175.2548828125,0.31752548828125
512,64,64,2697.305419921875,0.2697305419921875
512,64,128,2742.0380859375,0.27420380859375
512,64,256,2737.84814453125,0.273784814453125
512,64,512,2750.287353515625,0.2750287353515625
512,64,1024,2757.53271484375,0.275753271484375
512,64,2048,2736.971923828125,0.2736971923828125
512,128,64,2706.191650390625,0.2706191650390625
512,128,128,2712.91845703125,0.271291845703125
512,128,256,2717.75146484375,0.271775146484375
512,128,512,2697.3720703125,0.26973720703125
512,128,1024,2756.0478515625,0.27560478515625
512,128,2048,2754.475830078125,0.2754475830078125
512,256,64,2721.545166015625,0.2721545166015625
512,256,128,2713.082763671875,0.2713082763671875
512,256,256,2749.177978515625,0.2749177978515625
512,256,512,2725.649658203125,0.2725649658203125
512,256,1024,2795.325439453125,0.2795325439453125
512,256,2048,2763.859619140625,0.2763859619140625
512,512,64,2735.613037109375,0.2735613037109375
512,512,128,2699.4599609375,0.26994599609375
512,512,256,2723.21728515625,0.272321728515625
512,512,512,2705.5966796875,0.27055966796875
512,512,1024,2747.33447265625,0.274733447265625
512,512,2048,2763.27099609375,0.276327099609375
512,1024,64,2706.492919921875,0.2706492919921875
512,1024,128,2720.184814453125,0.2720184814453125
512,1024,256,2711.870849609375,0.2711870849609375
512,1024,512,2747.31396484375,0.274731396484375
512,1024,1024,2764.847412109375,0.2764847412109375
512,1024,2048,2762.968994140625,0.2762968994140625
512,2048,64,2744.749267578125,0.2744749267578125
512,2048,128,2781.434814453125,0.2781434814453125
512,2048,256,2748.681396484375,0.2748681396484375
512,2048,512,2732.6083984375,0.27326083984375
512,2048,1024,2760.65869140625,0.276065869140625
512,2048,2048,3482.0732421875,0.34820732421875
1024,64,64,2745.620849609375,0.2745620849609375
1024,64,128,2737.076904296875,0.2737076904296875
1024,64,256,2732.302734375,0.2732302734375
1024,64,512,2767.462646484375,0.2767462646484375
1024,64,1024,2772.822509765625,0.2772822509765625
1024,64,2048,2732.27587890625,0.273227587890625
1024,128,64,2721.894287109375,0.2721894287109375
1024,128,128,2756.830078125,0.2756830078125
1024,128,256,2768.211181640625,0.2768211181640625
1024,128,512,2794.593994140625,0.2794593994140625
1024,128,1024,2787.02880859375,0.278702880859375
1024,128,2048,2781.0009765625,0.27810009765625
1024,256,64,2713.4013671875,0.27134013671875
1024,256,128,2728.568115234375,0.2728568115234375
1024,256,256,2730.20703125,0.273020703125
1024,256,512,2753.5712890625,0.27535712890625
1024,256,1024,2749.825927734375,0.2749825927734375
1024,256,2048,2746.718505859375,0.2746718505859375
1024,512,64,2712.76171875,0.271276171875
1024,512,128,2715.11474609375,0.271511474609375
1024,512,256,2739.232177734375,0.2739232177734375
1024,512,512,2836.436279296875,0.2836436279296875
1024,512,1024,2782.4091796875,0.27824091796875
1024,512,2048,2832.55419921875,0.283255419921875
1024,1024,64,2736.38525390625,0.273638525390625
1024,1024,128,2710.869384765625,0.2710869384765625
1024,1024,256,2735.842529296875,0.2735842529296875
1024,1024,512,2761.70947265625,0.276170947265625
1024,1024,1024,2738.91943359375,0.273891943359375
1024,1024,2048,2940.677490234375,0.2940677490234375
1024,2048,64,2753.552490234375,0.2753552490234375
1024,2048,128,2723.31884765625,0.272331884765625
1024,2048,256,2740.81201171875,0.274081201171875
1024,2048,512,2776.129150390625,0.2776129150390625
1024,2048,1024,3055.9833984375,0.30559833984375
1024,2048,2048,4315.3662109375,0.43153662109375
2048,64,64,2715.916015625,0.2715916015625
2048,64,128,2728.931640625,0.2728931640625
2048,64,256,2737.371826171875,0.2737371826171875
2048,64,512,2758.07763671875,0.275807763671875
2048,64,1024,2679.9970703125,0.26799970703125
2048,64,2048,3719.531982421875,0.3719531982421875
2048,128,64,2780.251220703125,0.2780251220703125
2048,128,128,2673.77734375,0.267377734375
2048,128,256,2674.4345703125,0.26744345703125
2048,128,512,2698.30224609375,0.269830224609375
2048,128,1024,2730.9853515625,0.27309853515625
2048,128,2048,3755.69580078125,0.375569580078125
2048,256,64,2731.802490234375,0.2731802490234375
2048,256,128,2740.2158203125,0.27402158203125
2048,256,256,2723.197021484375,0.2723197021484375
2048,256,512,2756.19482421875,0.275619482421875
2048,256,1024,2737.290283203125,0.2737290283203125
2048,256,2048,3874.288330078125,0.3874288330078125
2048,512,64,2729.158203125,0.2729158203125
2048,512,128,2741.730712890625,0.2741730712890625
2048,512,256,2723.033935546875,0.2723033935546875
2048,512,512,2747.435302734375,0.2747435302734375
2048,512,1024,2905.6943359375,0.29056943359375
2048,512,2048,3986.421875,0.3986421875
2048,1024,64,2737.304931640625,0.2737304931640625
2048,1024,128,2719.39453125,0.271939453125
2048,1024,256,2717.45556640625,0.271745556640625
2048,1024,512,2772.127685546875,0.2772127685546875
2048,1024,1024,3020.59765625,0.302059765625
2048,1024,2048,4143.70166015625,0.414370166015625
2048,2048,64,3123.727783203125,0.3123727783203125
2048,2048,128,3588.20703125,0.358820703125
2048,2048,256,3109.66259765625,0.310966259765625
2048,2048,512,3519.052001953125,0.3519052001953125
2048,2048,1024,4433.48486328125,0.443348486328125
2048,2048,2048,5884.36865234375,0.588436865234375
