steps,profiled_steps,batch,k,input_dim,output_dim,mean runtime_jit (ms),mean runtime_nojit (ms),mean runtime_full (ms)
1000,0,32,256,256,1024,0.35916799306869507,0.42851200699806213,0.08083199709653854
1000,0,32,256,256,2048,0.3696320056915283,0.4177280068397522,0.12585599720478058
1000,0,32,256,512,64,0.3521600067615509,0.430431991815567,0.07327999919652939
1000,0,32,256,512,128,0.8642560243606567,0.4320639967918396,0.07420799881219864
1000,0,32,256,512,256,0.3540799915790558,0.4362559914588928,0.07235199958086014
1000,0,32,256,512,512,0.3542720079421997,0.4110719859600067,0.07203199714422226
1000,0,32,256,512,1024,0.4175359904766083,0.45366400480270386,0.09913600236177444
1000,0,32,256,512,2048,0.40832000970840454,0.4233599901199341,0.14643199741840363
1000,0,32,256,1024,64,0.3903999924659729,0.4150719940662384,0.07756800204515457
1000,0,32,256,1024,128,0.45206400752067566,0.5519359707832336,0.09571199864149094
1000,0,32,256,1024,256,0.35471999645233154,0.47868800163269043,0.07276800274848938
1000,0,32,256,1024,512,0.35491201281547546,0.4307839870452881,0.1027199998497963
1000,0,32,256,1024,1024,0.47974398732185364,0.7949119806289673,0.1329279989004135
1000,0,32,256,1024,2048,0.48313599824905396,0.47865599393844604,0.1751679927110672
1000,0,32,256,2048,64,0.37356799840927124,0.4121280014514923,0.09251199662685394
1000,0,32,256,2048,128,0.35839998722076416,0.41494399309158325,0.09574399888515472
1000,0,32,256,2048,256,0.3733760118484497,0.4096960127353668,0.12204799801111221
1000,0,32,256,2048,512,0.4763199985027313,0.5632960200309753,0.14742399752140045
1000,0,32,256,2048,1024,0.458079993724823,1.1671680212020874,0.18249599635601044
1000,0,32,256,2048,2048,0.6446080207824707,0.6452159881591797,0.24857600033283234
1000,0,64,64,64,64,0.506496012210846,0.42153599858283997,0.07360000163316727
1000,0,64,64,64,128,0.35651201009750366,0.4334079921245575,0.07363200187683105
1000,0,64,64,64,256,0.3580799996852875,0.4307200014591217,0.07379200309515
1000,0,64,64,64,512,0.35529598593711853,0.44207999110221863,0.07401599735021591
1000,0,64,64,64,1024,0.37270399928092957,0.41868799924850464,0.08054400235414505
1000,0,64,64,64,2048,0.37484800815582275,0.4310719966888428,0.10518400371074677
1000,0,64,64,128,64,0.41391998529434204,0.4414080083370209,0.07430399954319
1000,0,64,64,128,128,0.3684479892253876,0.5865600109100342,0.0740479975938797
1000,0,64,64,128,256,0.378495991230011,0.41731199622154236,0.07398399710655212
1000,0,64,64,128,512,0.37564799189567566,0.4140479862689972,0.07257600128650665
1000,0,64,64,128,1024,0.3561280071735382,0.41257598996162415,0.08131200075149536
1000,0,64,64,128,2048,0.35180801153182983,0.4296639859676361,0.10630399733781815
1000,0,64,64,256,64,0.35315200686454773,0.44780799746513367,0.07311999797821045
1000,0,64,64,256,128,0.45529600977897644,0.5470079779624939,0.12518399953842163
1000,0,64,64,256,256,0.4996800124645233,0.5272639989852905,0.09507200121879578
1000,0,64,64,256,512,0.4567680060863495,0.612608015537262,0.09718400239944458
1000,0,64,64,256,1024,0.5546879768371582,0.5331519842147827,0.10227199643850327
1000,0,64,64,256,2048,0.35571199655532837,0.45072001218795776,0.13152000308036804
1000,0,64,64,512,64,0.35846400260925293,0.4103679955005646,0.09020800143480301
1000,0,64,64,512,128,0.6232640147209167,0.6585919857025146,0.07926400005817413
1000,0,64,64,512,256,0.5003200173377991,0.5343359708786011,0.11644800007343292
1000,0,64,64,512,512,0.47948798537254333,0.5281919836997986,0.09603200107812881
1000,0,64,64,512,1024,0.45795199275016785,0.5516160130500793,0.11955200135707855
1000,0,64,64,512,2048,0.4603840112686157,0.5967680215835571,0.16595199704170227
1000,0,64,64,1024,64,0.5357440114021301,0.65830397605896,0.09984000027179718
1000,0,64,64,1024,128,0.351967990398407,0.4248960018157959,0.07295999675989151
1000,0,64,64,1024,256,0.3723840117454529,0.4315199851989746,0.07862400263547897
1000,0,64,64,1024,512,0.4570559859275818,0.7600640058517456,0.11404799669981003
1000,0,64,64,1024,1024,0.3561919927597046,0.4135040044784546,0.1443839967250824
1000,0,64,64,1024,2048,0.40064001083374023,0.434143990278244,0.2152000069618225
1000,0,64,64,2048,64,0.3547840118408203,0.438400000333786,0.09411200135946274
1000,0,64,64,2048,128,0.35628798604011536,0.43619200587272644,0.10102400183677673
1000,0,64,64,2048,256,0.3553920090198517,0.42640000581741333,0.1340160071849823
1000,0,64,64,2048,512,0.4578559994697571,0.5532799959182739,0.16646400094032288
1000,0,64,64,2048,1024,0.4801279902458191,0.5359039902687073,0.2120320051908493
1000,0,64,64,2048,2048,0.5358719825744629,0.5848960280418396,0.32310399413108826
1000,0,64,256,256,64,0.3646079897880554,0.4177280068397522,0.07478400319814682
1000,0,64,256,256,128,0.3699840009212494,0.4097599983215332,0.07321599870920181
1000,0,64,256,256,256,0.3601599931716919,0.43561598658561707,0.07363200187683105
1000,0,64,256,256,512,0.4686720073223114,0.55731201171875,0.09756799787282944
1000,0,64,256,256,1024,0.361952006816864,0.43193599581718445,0.08451200276613235
1000,0,64,256,256,2048,0.3943359851837158,0.416159987449646,0.13276800513267517
1000,0,64,256,512,64,0.3559040129184723,0.4086399972438812,0.07257600128650665
1000,0,64,256,512,128,0.47440001368522644,0.5280320048332214,0.11644800007343292
1000,0,64,256,512,256,0.3559359908103943,0.4291200041770935,0.07273600250482559
1000,0,64,256,512,512,0.3532480001449585,0.4317440092563629,0.0732479989528656
1000,0,64,256,512,1024,0.3625600039958954,0.41600000858306885,0.11699199676513672
1000,0,64,256,512,2048,0.4747520089149475,0.5338879823684692,0.1653439998626709
1000,0,64,256,1024,64,0.37459200620651245,0.40905600786209106,0.09132800251245499
1000,0,64,256,1024,128,0.4548799991607666,0.5492799878120422,0.0963200032711029
1000,0,64,256,1024,256,0.353983998298645,0.43456000089645386,0.07804799824953079
1000,0,64,256,1024,512,0.3518719971179962,0.41075199842453003,0.10492800176143646
1000,0,64,256,1024,1024,0.45555201172828674,0.41763201355934143,0.14265599846839905
1000,0,64,256,1024,2048,0.5085440278053284,0.5018879771232605,0.21641600131988525
1000,0,64,256,2048,64,0.3561919927597046,0.43091198801994324,0.09408000111579895
1000,0,64,256,2048,128,0.4541119933128357,0.6191359758377075,0.10870400071144104
1000,0,64,256,2048,256,0.3615039885044098,0.445248007774353,0.1329919993877411
1000,0,64,256,2048,512,0.6050879955291748,0.6326720118522644,0.163455992937088
1000,0,64,256,2048,1024,0.5804160237312317,0.5322239995002747,0.21145600080490112
1000,0,64,256,2048,2048,0.6391040086746216,0.6635199785232544,0.3176000118255615
1000,0,128,64,64,64,0.40166398882865906,0.4147840142250061,0.07302399724721909
1000,0,128,64,64,128,0.3633919954299927,0.43110400438308716,0.07305599749088287
1000,0,128,64,64,256,0.47788798809051514,0.529312014579773,0.11529599875211716
1000,0,128,64,64,512,0.3755840063095093,0.41411200165748596,0.07248000055551529
1000,0,128,64,64,1024,0.3771199882030487,0.4155519902706146,0.10000000149011612
1000,0,128,64,64,2048,0.35440000891685486,0.43584001064300537,0.10582400113344193
1000,0,128,64,128,64,0.3591359853744507,0.4390079975128174,0.07311999797821045
1000,0,128,64,128,128,0.3591359853744507,0.41974401473999023,0.07379200309515
1000,0,128,64,128,256,0.3811520040035248,0.42080000042915344,0.0751039981842041
1000,0,128,64,128,512,0.378495991230011,0.4121280014514923,0.0729919970035553
1000,0,128,64,128,1024,0.37004798650741577,0.4083839952945709,0.08035200089216232
1000,0,128,64,128,2048,0.35471999645233154,0.4301759898662567,0.12131199985742569
1000,0,128,64,256,64,0.37196800112724304,0.4105919897556305,0.07289600372314453
1000,0,128,64,256,128,0.35494399070739746,0.40883201360702515,0.08975999802350998
1000,0,128,64,256,256,0.35580798983573914,0.4123840034008026,0.07283200323581696
1000,0,128,64,256,512,0.3608959913253784,0.4484800100326538,0.07561600208282471
1000,0,128,64,256,1024,0.40489599108695984,0.41276800632476807,0.08720000088214874
1000,0,128,64,256,2048,0.35606399178504944,0.43244799971580505,0.15193599462509155
1000,0,128,64,512,64,0.363647997379303,0.41468799114227295,0.11417599767446518
1000,0,128,64,512,128,0.37564799189567566,0.4349119961261749,0.0735040009021759
1000,0,128,64,512,256,0.373663991689682,0.41206398606300354,0.0727040022611618
1000,0,128,64,512,512,0.3553279936313629,0.43696001172065735,0.08793599903583527
1000,0,128,64,512,1024,0.39561599493026733,0.43561598658561707,0.1329919993877411
1000,0,128,64,512,2048,0.40118399262428284,0.41020798683166504,0.19657599925994873
1000,0,128,64,1024,64,0.4535039961338043,0.4912320077419281,0.07427199929952621
1000,0,128,64,1024,128,0.3519040048122406,0.43113601207733154,0.07523199915885925
1000,0,128,64,1024,256,0.371071994304657,0.4156799912452698,0.08780799806118011
1000,0,128,64,1024,512,0.382176011800766,0.4179520010948181,0.12988799810409546
1000,0,128,64,1024,1024,0.3888320028781891,0.4182400107383728,0.18492799997329712
1000,0,128,64,1024,2048,0.42985600233078003,0.43062400817871094,0.3040960133075714
1000,0,128,64,2048,64,0.3866240084171295,0.4134399890899658,0.10038399696350098
1000,0,128,64,2048,128,0.35305601358413696,0.4092159867286682,0.12041600048542023
1000,0,128,64,2048,256,0.35839998722076416,0.40614399313926697,0.1584639996290207
1000,0,128,64,2048,512,0.3617599904537201,0.45238399505615234,0.20259200036525726
1000,0,128,64,2048,1024,0.4057280123233795,0.4140799939632416,0.29446399211883545
1000,0,128,64,2048,2048,0.532480001449585,0.5576959848403931,0.511680006980896
1000,0,128,256,256,64,0.3687039911746979,0.43958398699760437,0.07423999905586243
1000,0,128,256,256,128,0.3731839954853058,0.4049279987812042,0.07145600020885468
1000,0,128,256,256,256,0.35788801312446594,0.43481600284576416,0.07478400319814682
1000,0,128,256,256,512,0.3792960047721863,0.4461440145969391,0.07494399696588516
1000,0,128,256,256,1024,0.38332799077033997,0.42499199509620667,0.08851200342178345
1000,0,128,256,256,2048,0.47407999634742737,0.44972801208496094,0.15123200416564941
1000,0,128,256,512,64,0.38889598846435547,0.4180159866809845,0.07292799651622772
1000,0,128,256,512,128,0.3543359935283661,0.4131520092487335,0.0769599974155426
1000,0,128,256,512,256,0.35199999809265137,0.4110400080680847,0.07295999675989151
1000,0,128,256,512,512,0.3746879994869232,0.41145598888397217,0.08563199639320374
1000,0,128,256,512,1024,0.35715198516845703,0.43881601095199585,0.13260799646377563
1000,0,128,256,512,2048,0.49856001138687134,0.4990079998970032,0.19894400238990784
1000,0,128,256,1024,64,0.3577919900417328,0.4517120122909546,0.07497599720954895
1000,0,128,256,1024,128,0.3750399947166443,0.4166719913482666,0.07478400319814682
1000,0,128,256,1024,256,0.3877440094947815,0.41312000155448914,0.09193599969148636
1000,0,128,256,1024,512,0.36259201169013977,0.4583680033683777,0.13203200697898865
1000,0,128,256,1024,1024,0.3880000114440918,0.41308799386024475,0.18652799725532532
1000,0,128,256,1024,2048,0.57014399766922,0.5671039819717407,0.3056960105895996
1000,0,128,256,2048,64,0.3537920117378235,0.4159359931945801,0.1016639992594719
1000,0,128,256,2048,128,0.407584011554718,0.41446399688720703,0.12460800260305405
1000,0,128,256,2048,256,0.3598400056362152,0.43958398699760437,0.1592320054769516
1000,0,128,256,2048,512,0.38124799728393555,0.4315840005874634,0.19804799556732178
1000,0,128,256,2048,1024,0.46806401014328003,0.46191999316215515,0.2970240116119385
1000,0,128,256,2048,2048,0.7205439805984497,0.7358080148696899,0.5139200091362
1000,0,256,64,64,64,0.38812801241874695,0.4153920114040375,0.07369600236415863
1000,0,256,64,64,128,0.3829759955406189,0.40723198652267456,0.07283200323581696
1000,0,256,64,64,256,0.37119999527931213,0.40889599919319153,0.0727040022611618
1000,0,256,64,64,512,0.3537920117378235,0.42745599150657654,0.07238399982452393
1000,0,256,64,64,1024,0.35305601358413696,0.4267520010471344,0.08236800134181976
1000,0,256,64,64,2048,0.4002240002155304,0.4180159866809845,0.13465599715709686
1000,0,256,64,128,64,0.3709760010242462,0.41328001022338867,0.07276800274848938
1000,0,256,64,128,128,0.40432000160217285,0.4169600009918213,0.07468800246715546
1000,0,256,64,128,256,0.39347198605537415,0.45158401131629944,0.07235199958086014
1000,0,256,64,128,512,0.37542399764060974,0.41574400663375854,0.07446400076150894
1000,0,256,64,128,1024,0.4710400104522705,0.504256010055542,0.106175996363163
1000,0,256,64,128,2048,0.36399999260902405,0.4374080002307892,0.15913599729537964
1000,0,256,64,256,64,0.3524479866027832,0.4374080002307892,0.07372800260782242
1000,0,256,64,256,128,0.35600000619888306,0.4079360067844391,0.0729919970035553
1000,0,256,64,256,256,0.3692159950733185,0.41040000319480896,0.07231999933719635
1000,0,256,64,256,512,0.37651199102401733,0.4137279987335205,0.081216000020504
1000,0,256,64,256,1024,0.37782400846481323,0.4094719886779785,0.1228799968957901
1000,0,256,64,256,2048,0.3760640025138855,0.43110400438308716,0.21702399849891663
1000,0,256,64,512,64,0.369951993227005,0.4023360013961792,0.07286400347948074
1000,0,256,64,512,128,0.3442240059375763,0.41359999775886536,0.07235199958086014
1000,0,256,64,512,256,0.36553600430488586,0.3999359905719757,0.08022399991750717
1000,0,256,64,512,512,0.3678399920463562,0.4041599929332733,0.11097600311040878
1000,0,256,64,512,1024,0.37699198722839355,0.4094719886779785,0.19049599766731262
1000,0,256,64,512,2048,0.36454400420188904,0.4288640022277832,0.336544007062912
1000,0,256,64,1024,64,0.3540160059928894,0.4343680143356323,0.07798399776220322
1000,0,256,64,1024,128,0.34537601470947266,0.430400013923645,0.08675199747085571
1000,0,256,64,1024,256,0.3486720025539398,0.4224959909915924,0.11612799763679504
1000,0,256,64,1024,512,0.35571199655532837,0.4465920031070709,0.19139200448989868
1000,0,256,64,1024,1024,0.3526720106601715,0.42204800248146057,0.29471999406814575
1000,0,256,64,1024,2048,0.3932479918003082,0.41628798842430115,0.5717440247535706
1000,0,256,64,2048,64,0.365664005279541,0.40252798795700073,0.13222399353981018
1000,0,256,64,2048,128,0.3572160005569458,0.40639999508857727,0.15852800011634827
1000,0,256,64,2048,256,0.3574720025062561,0.4248960018157959,0.2260800004005432
1000,0,256,64,2048,512,0.3776000142097473,0.41363200545310974,0.33212798833847046
1000,0,256,64,2048,1024,0.36454400420188904,0.46489599347114563,0.5255039930343628
1000,0,256,64,2048,2048,0.5036479830741882,0.5237759947776794,1.027616024017334
1000,0,256,256,256,64,0.35600000619888306,0.4251199960708618,0.07423999905586243
1000,0,256,256,256,128,0.3535040020942688,0.4276160001754761,0.08892799913883209
1000,0,256,256,256,256,0.356224000453949,0.4357120096683502,0.07363200187683105
1000,0,256,256,256,512,0.3625600039958954,0.44252800941467285,0.08316799998283386
1000,0,256,256,256,1024,0.35942399501800537,0.4166080057621002,0.12067200243473053
1000,0,256,256,256,2048,0.4677119851112366,0.4702720046043396,0.2178560048341751
1000,0,256,256,512,64,0.3715200126171112,0.41417598724365234,0.0732479989528656
1000,0,256,256,512,128,0.389631986618042,0.41436800360679626,0.07311999797821045
1000,0,256,256,512,256,0.3616960048675537,0.41948801279067993,0.09132800251245499
1000,0,256,256,512,512,0.381632000207901,0.4168959856033325,0.11231999844312668
1000,0,256,256,512,1024,0.35388800501823425,0.4060479998588562,0.18988800048828125
1000,0,256,256,512,2048,0.5187199711799622,0.5098239779472351,0.3388800024986267
1000,0,256,256,1024,64,0.35100799798965454,0.4256640076637268,0.07849600166082382
1000,0,256,256,1024,128,0.3771840035915375,0.41388800740242004,0.09283199906349182
1000,0,256,256,1024,256,0.36399999260902405,0.40412798523902893,0.11603199690580368
1000,0,256,256,1024,512,0.37296000123023987,0.42480000853538513,0.1913280040025711
1000,0,256,256,1024,1024,0.3585279881954193,0.4381119906902313,0.2943040132522583
1000,0,256,256,1024,2048,0.5694079995155334,0.5678719878196716,0.5713279843330383
1000,0,256,256,2048,64,0.35891199111938477,0.4366079866886139,0.1340160071849823
1000,0,256,256,2048,128,0.3752959966659546,0.41443198919296265,0.15939199924468994
1000,0,256,256,2048,256,0.4481920003890991,0.419871985912323,0.22809599339962006
1000,0,256,256,2048,512,0.35708799958229065,0.453792005777359,0.33267199993133545
1000,0,256,256,2048,1024,0.44729599356651306,0.4317440092563629,0.5393919944763184
1000,0,256,256,2048,2048,0.7100480198860168,0.734495997428894,1.0247999429702759
1000,0,512,64,64,64,0.35843199491500854,0.4320639967918396,0.0719040036201477
1000,0,512,64,64,128,0.3568960130214691,0.41420799493789673,0.08755200356245041
1000,0,512,64,64,256,0.5542399883270264,0.42297598719596863,0.07388799637556076
1000,0,512,64,64,512,0.3566400110721588,0.43091198801994324,0.07465600222349167
1000,0,512,64,64,1024,0.3787840008735657,0.43331199884414673,0.10950399935245514
1000,0,512,64,64,2048,0.3511039912700653,0.41280001401901245,0.1576319932937622
1000,0,512,64,128,64,0.35158398747444153,0.42585599422454834,0.07142399996519089
1000,0,512,64,128,128,0.3647040128707886,0.4145919978618622,0.07273600250482559
1000,0,512,64,128,256,0.3742719888687134,0.407039999961853,0.07321599870920181
1000,0,512,64,128,512,0.35123199224472046,0.4187839925289154,0.08550400286912918
1000,0,512,64,128,1024,0.3774400055408478,0.4145280122756958,0.13286399841308594
1000,0,512,64,128,2048,0.38441601395606995,0.42239999771118164,0.20342400670051575
1000,0,512,64,256,64,0.3561600148677826,0.4294080138206482,0.07523199915885925
1000,0,512,64,256,128,0.3452160060405731,0.42054399847984314,0.07276800274848938
1000,0,512,64,256,256,0.3559359908103943,0.45257601141929626,0.08076799660921097
1000,0,512,64,256,512,0.35228800773620605,0.40937599539756775,0.11072000116109848
1000,0,512,64,256,1024,0.3550719916820526,0.40275201201438904,0.19308799505233765
1000,0,512,64,256,2048,0.3787519931793213,0.41791999340057373,0.3108159899711609
1000,0,512,64,512,64,0.35452800989151,0.45209598541259766,0.07487999647855759
1000,0,512,64,512,128,0.39235201478004456,0.4147520065307617,0.08524800091981888
1000,0,512,64,512,256,0.37510401010513306,0.41312000155448914,0.11142399907112122
1000,0,512,64,512,512,0.3596160113811493,0.4341759979724884,0.1685439944267273
1000,0,512,64,512,1024,0.35548800230026245,0.4060800075531006,0.3638719916343689
1000,0,512,64,512,2048,0.3999679982662201,0.4169279932975769,0.551584005355835
1000,0,512,64,1024,64,0.3500480055809021,0.4891520142555237,0.1088000014424324
1000,0,512,64,1024,128,0.35760000348091125,0.4344640076160431,0.13203200697898865
1000,0,512,64,1024,256,0.36985599994659424,0.42051199078559875,0.19075199961662292
1000,0,512,64,1024,512,0.374752014875412,0.430976003408432,0.3447040021419525
1000,0,512,64,1024,1024,0.3648639917373657,0.4394559860229492,0.5606399774551392
1000,0,512,64,1024,2048,0.41119998693466187,0.420415997505188,1.041375994682312
1000,0,512,64,2048,64,0.35740798711776733,0.4331200122833252,0.16409599781036377
1000,0,512,64,2048,128,0.35600000619888306,0.4373440146446228,0.19788800179958344
1000,0,512,64,2048,256,0.35363200306892395,0.4240320026874542,0.33139199018478394
1000,0,512,64,2048,512,0.36559998989105225,0.45929598808288574,0.5328320264816284
1000,0,512,64,2048,1024,0.3834559917449951,0.4113920032978058,1.0130560398101807
1000,0,512,64,2048,2048,0.5527359843254089,0.5798720121383667,1.867583990097046
1000,0,512,256,256,64,0.4882560074329376,0.41228801012039185,0.0724480003118515
1000,0,512,256,256,128,0.373088002204895,0.4115520119667053,0.0735040009021759
1000,0,512,256,256,256,0.3957119882106781,0.4530879855155945,0.08169600367546082
1000,0,512,256,256,512,0.36079999804496765,0.4314880073070526,0.1120000034570694
1000,0,512,256,256,1024,0.40803200006484985,0.42153599858283997,0.19407999515533447
1000,0,512,256,256,2048,0.6087679862976074,0.6059839725494385,0.3187839984893799
1000,0,512,256,512,64,0.37305599451065063,0.4152959883213043,0.07360000163316727
1000,0,512,256,512,128,0.37699198722839355,0.4344319999217987,0.08383999764919281
1000,0,512,256,512,256,0.35443198680877686,0.43487998843193054,0.11238399893045425
1000,0,512,256,512,512,0.3569279909133911,0.4132159948348999,0.16755199432373047
1000,0,512,256,512,1024,0.4163840115070343,0.42073601484298706,0.35280001163482666
1000,0,512,256,512,2048,0.6309760212898254,0.6103360056877136,0.5373759865760803
1000,0,512,256,1024,64,0.4694400131702423,0.695967972278595,0.11430399864912033
1000,0,512,256,1024,128,0.4841279983520508,0.5359359979629517,0.15343999862670898
1000,0,512,256,1024,256,0.4779520034790039,0.5285120010375977,0.19846400618553162
1000,0,512,256,1024,512,0.363103985786438,0.4355520009994507,0.3473280072212219
1000,0,512,256,1024,1024,0.44579198956489563,0.45686399936676025,0.5700479745864868
1000,0,512,256,1024,2048,0.6985599994659424,0.6914560198783875,1.0956799983978271
1000,0,512,256,2048,64,0.3622399866580963,0.4174720048904419,0.1637759953737259
1000,0,512,256,2048,128,0.3845759928226471,0.4182080030441284,0.1990080028772354
1000,0,512,256,2048,256,0.37670400738716125,0.4314559996128082,0.33475199341773987
1000,0,512,256,2048,512,0.46060800552368164,0.5528960227966309,0.5341759920120239
1000,0,512,256,2048,1024,0.582368016242981,0.554751992225647,1.062559962272644
1000,0,512,256,2048,2048,0.8581119775772095,0.879967987537384,1.8746880292892456
1000,0,1024,64,64,64,0.35452800989151,0.4063679873943329,0.07625599950551987
1000,0,1024,64,64,128,0.35494399070739746,0.409824013710022,0.0785600021481514
1000,0,1024,64,64,256,0.3657279908657074,0.41100800037384033,0.08265600353479385
1000,0,1024,64,64,512,0.3587520122528076,0.43299201130867004,0.11017599701881409
1000,0,1024,64,64,1024,0.35574400424957275,0.4524799883365631,0.14239999651908875
1000,0,1024,64,64,2048,0.40835198760032654,0.43718400597572327,0.2107519954442978
1000,0,1024,64,128,64,0.35420799255371094,0.4318079948425293,0.07731200009584427
1000,0,1024,64,128,128,0.3556160032749176,0.4307200014591217,0.0896959975361824
1000,0,1024,64,128,256,0.3587839901447296,0.4134080111980438,0.09036800265312195
1000,0,1024,64,128,512,0.3614720106124878,0.41996800899505615,0.1364479959011078
1000,0,1024,64,128,1024,0.3582080006599426,0.4312320053577423,0.1907840073108673
1000,0,1024,64,128,2048,0.47920000553131104,0.5304960012435913,0.30713599920272827
1000,0,1024,64,256,64,0.45820799469947815,0.5600320100784302,0.09795200079679489
1000,0,1024,64,256,128,0.3749440014362335,0.41417598724365234,0.08681599795818329
1000,0,1024,64,256,256,0.47577598690986633,0.5464000105857849,0.12294399738311768
1000,0,1024,64,256,512,0.4658240079879761,0.5722560286521912,0.20041599869728088
1000,0,1024,64,256,1024,0.3986240029335022,0.41974401473999023,0.2948479950428009
1000,0,1024,64,256,2048,0.44070398807525635,0.44227200746536255,0.5093119740486145
1000,0,1024,64,512,64,0.41519999504089355,0.5072320103645325,0.10646399855613708
1000,0,1024,64,512,128,0.3795199990272522,0.4200960099697113,0.1284479945898056
1000,0,1024,64,512,256,0.36073601245880127,0.41782400012016296,0.19148799777030945
1000,0,1024,64,512,512,0.36796799302101135,0.420415997505188,0.3511039912700653
1000,0,1024,64,512,1024,0.381056010723114,0.41999998688697815,0.561631977558136
1000,0,1024,64,512,2048,0.45929598808288574,0.46406400203704834,1.061184048652649
1000,0,1024,64,1024,64,0.4564799964427948,0.5507839918136597,0.1438719928264618
1000,0,1024,64,1024,128,0.3643519878387451,0.4447360038757324,0.18400000035762787
1000,0,1024,64,1024,256,0.38601601123809814,0.42953601479530334,0.2921279966831207
1000,0,1024,64,1024,512,0.3893119990825653,0.4147520065307617,0.5631359815597534
1000,0,1024,64,1024,1024,0.3628160059452057,0.42851200699806213,1.1206400394439697
1000,0,1024,64,1024,2048,0.47619199752807617,0.5114880204200745,1.9837440252304077
1000,0,1024,64,2048,64,0.3542400002479553,0.42003199458122253,0.20662400126457214
1000,0,1024,64,2048,128,0.390175998210907,0.41603198647499084,0.30720001459121704
1000,0,1024,64,2048,256,0.3587839901447296,0.434688001871109,0.5225920081138611
1000,0,1024,64,2048,512,0.38543999195098877,0.4416640102863312,1.068608045578003
1000,0,1024,64,2048,1024,0.466623991727829,0.49910399317741394,1.9041600227355957
1000,0,1024,64,2048,2048,0.6663359999656677,0.6888960003852844,3.376512050628662
1000,0,1024,256,256,64,0.37782400846481323,0.4135040044784546,0.08220800012350082
1000,0,1024,256,256,128,0.37459200620651245,0.41731199622154236,0.09020800143480301
1000,0,1024,256,256,256,0.355648010969162,0.4312320053577423,0.11692799627780914
1000,0,1024,256,256,512,0.48771199584007263,0.6189119815826416,0.20147199928760529
1000,0,1024,256,256,1024,0.5273600220680237,0.5274239778518677,0.29583999514579773
1000,0,1024,256,256,2048,0.8069760203361511,0.8117120265960693,0.5129920244216919
1000,0,1024,256,512,64,0.3972800076007843,0.41600000858306885,0.10633599758148193
1000,0,1024,256,512,128,0.38304001092910767,0.42425599694252014,0.1279360055923462
1000,0,1024,256,512,256,0.4601919949054718,0.5519359707832336,0.19644799828529358
1000,0,1024,256,512,512,0.42137598991394043,0.4219839870929718,0.350847989320755
1000,0,1024,256,512,1024,0.5504000186920166,0.5548480153083801,0.5747519731521606
1000,0,1024,256,512,2048,0.8566719889640808,0.8490239977836609,1.0678399801254272
1000,0,1024,256,1024,64,0.36473599076271057,0.4282880127429962,0.13833600282669067
1000,0,1024,256,1024,128,0.38598400354385376,0.4347519874572754,0.1857600063085556
1000,0,1024,256,1024,256,0.359360009431839,0.4360640048980713,0.29177600145339966
1000,0,1024,256,1024,512,0.44467198848724365,0.4407680034637451,0.5731199979782104
1000,0,1024,256,1024,1024,0.6056640148162842,0.692031979560852,1.0813759565353394
1000,0,1024,256,1024,2048,0.9306880235671997,0.9235519766807556,1.9995839595794678
1000,0,1024,256,2048,64,0.45974400639533997,0.5662400126457214,0.20950399339199066
1000,0,1024,256,2048,128,0.485152006149292,0.5487359762191772,0.30191999673843384
1000,0,1024,256,2048,256,0.4850879907608032,0.5318400263786316,0.5311359763145447
1000,0,1024,256,2048,512,0.5442559719085693,0.5523520112037659,1.108415961265564
1000,0,1024,256,2048,1024,0.7097920179367065,0.7311040163040161,1.8996479511260986
1000,0,1024,256,2048,2048,1.128000020980835,1.1754560470581055,3.323904037475586
1000,0,2048,64,64,64,0.454367995262146,0.5722879767417908,0.11577600240707397
1000,0,2048,64,64,128,0.36902400851249695,0.4474239945411682,0.10633599758148193
1000,0,2048,64,64,256,0.4689919948577881,0.5639359951019287,0.1409280002117157
1000,0,2048,64,64,512,0.48579201102256775,0.5421440005302429,0.1685120016336441
1000,0,2048,64,64,1024,0.46351999044418335,0.5768960118293762,0.22009600698947906
1000,0,2048,64,64,2048,0.5475199818611145,0.5947840213775635,0.3205440044403076
1000,0,2048,64,128,64,0.36563199758529663,0.436352014541626,0.10704000294208527
1000,0,2048,64,128,128,0.3575359880924225,0.4344640076160431,0.1247360035777092
1000,0,2048,64,128,256,0.3755519986152649,0.4719359874725342,0.1488959938287735
1000,0,2048,64,128,512,0.3614720106124878,0.4339199960231781,0.19968000054359436
1000,0,2048,64,128,1024,0.4354879856109619,0.43593600392341614,0.3030399978160858
1000,0,2048,64,128,2048,0.5701119899749756,0.5974079966545105,0.5353599786758423
1000,0,2048,64,256,64,0.46531200408935547,0.5954880118370056,0.14140799641609192
1000,0,2048,64,256,128,0.4577920138835907,0.5516480207443237,0.15228800475597382
1000,0,2048,64,256,256,0.48316800594329834,0.6079999804496765,0.20425599813461304
1000,0,2048,64,256,512,0.3728640079498291,0.4199039936065674,0.3075520098209381
1000,0,2048,64,256,1024,0.4392639994621277,0.44543999433517456,0.5381439924240112
1000,0,2048,64,256,2048,0.581279993057251,0.6090559959411621,0.9673920273780823
1000,0,2048,64,512,64,0.3601920008659363,0.4347200095653534,0.1554879993200302
1000,0,2048,64,512,128,0.3980799913406372,0.4106239974498749,0.19510400295257568
1000,0,2048,64,512,256,0.3537600040435791,0.43007999658584595,0.3030720055103302
1000,0,2048,64,512,512,0.3792319893836975,0.42137598991394043,0.5331839919090271
