layer_type,fp16,LR,d_model (encoder_embed_dim),d_ffn (encoder_ffn_embed_dim),n_heads (encoder_attention_heads),d_head (encoder_head_dim),n_layers (encoder_layers),d_model (decoder_embed_dim),d_ffn (decoder_ffn_embed_dim),n_heads (decoder_attention_heads),d_head (decoder_head_dim),n_layers (decoder_layers),Total Params (formula) (no bias or LayerNorm params),dropout,batch size (max-tokens),trainable params (fairseq log),application_id,experiment,BEST_BLEU_VAL_EPOCH_10,BEST_BLEU_VAL_EPOCH_20,BEST_BLEU_VAL_EPOCH_30,BEST_BLEU_VAL_EPOCH_120,BEST_LOSS_VAL_EPOCH_10,BEST_LOSS_VAL_EPOCH_20,BEST_LOSS_VAL_EPOCH_30,BEST_LOSS_VAL_EPOCH_120,BEST_LOSS_TRAIN_EPOCH_10,BEST_LOSS_TRAIN_EPOCH_20,BEST_LOSS_TRAIN_EPOCH_30,BEST_LOSS_TRAIN_EPOCH_-1,philly_compute_tim,epoch 1,epoch 2,epoch 3,epoch 4,epoch 30,Median
baseline,fp16,0.000707,256,512,4,64,8,256,512,4,64,8,14448640,0.3,8192,runnumber_0,1583898264103_234887,fe1985a7,25.44000053,31.28000069,32.88999939,34.99000168,4.671999931,4.151000023,4.025000095,3.867000103,4.933000088,4.177000046,3.914999962,3.434999943,,60.234,58.682,58.015,57.808,54.517,58.02
baseline,fp16,0.000707,256,512,4,64,8,256,512,4,64,8,14448640,0.3,8192,runnumber_1,1583898264103_234875,fe1985a7,25.44000053,31.25,32.54000092,35.02000046,4.671999931,4.151000023,4.02699995,3.868000031,4.933000088,4.15899992,3.914999962,3.434999943,,60.132,58.517,57.695,57.647,58.469,58.47
baseline,fp16,0.000707,256,512,4,64,9,256,512,4,64,9,15759360,0.3,8192,runnumber_0,1583898264103_234880,fe1985a7,25.53000069,31.18000031,32.52999878,35.04999924,4.656000137,4.132999897,4.011000156,3.861000061,4.922999859,4.129000187,3.875999928,3.374000072,,68.792,66.08,66.874,66.875,66.736,66.87
baseline,fp16,0.000707,256,512,4,64,9,256,512,4,64,9,15759360,0.3,8192,runnumber_1,1583898264103_234869,fe1985a7,25.53000069,31.18000031,32.52999878,35.00999832,4.656000137,4.132999897,4.011000156,3.862999916,4.922999859,4.129000187,3.875999928,3.374000072,,61.211,59.98,59.969,59.62,60.16,59.98
baseline,fp16,0.000707,256,512,4,64,10,256,512,4,64,10,17070080,0.3,8192,runnumber_0,1583898264103_234877,fe1985a7,25.29999924,31.20999908,32.79000092,34.97999954,4.668000221,4.127999783,4.001999855,3.871999979,4.933000088,4.113999844,3.851999998,3.328000069,,72.097,68.028,67.768,67.587,67.316,67.77
baseline,fp16,0.000707,256,512,4,64,10,256,512,4,64,10,17070080,0.3,8192,runnumber_1,1583898264103_234865,fe1985a7,25.29999924,31.20999908,32.79000092,34.95000076,4.668000221,4.127999783,4.001999855,3.871000051,4.933000088,4.113999844,3.851999998,3.328999996,,76.238,74.429,72.914,74.3,71.515,74.3
baseline,fp16,0.000707,256,512,4,64,20,256,512,4,64,20,30177280,0.3,8192,runnumber_0,1583898264103_234888,fe1985a7,22.79000092,30.89999962,32.81000137,34.5,4.842999935,4.126999855,3.979000092,3.911000013,5.122000217,4.06099987,3.720000029,2.937000036,,143.563,137.276,136.095,137.529,137.267,137.28
baseline,fp16,0.000707,256,512,4,64,20,256,512,4,64,20,30177280,0.3,8192,runnumber_1,1583898264103_234885,fe1985a7,22.79000092,30.89999962,32.81000137,34.47999954,4.842999935,4.126999855,3.979000092,3.907000065,5.122000217,4.06099987,3.707999945,2.937000036,,141.267,133.399,133.553,133.053,129.611,133.4
baseline,fp16,0.000707,256,512,4,64,30,256,512,4,64,30,43284480,0.3,8192,runnumber_0,1583898264103_234874,fe1985a7,18,29.12999916,31.97999954,33.34000015,5.165999889,4.236999989,4.031000137,3.973999977,5.440000057,4.132999897,3.697000027,2.70600009,,187.118,185.298,185.576,186.612,188.556,186.61
baseline,fp16,0.000707,256,512,4,64,30,256,512,4,64,30,43284480,0.3,8192,runnumber_1,1583898264103_234868,fe1985a7,18.07999992,29.20999908,31.90999985,33.38000107,5.162000179,4.234000206,4.031000137,3.97300005,5.438000202,4.131000042,3.696000099,2.70600009,,197.296,193.927,193.431,195.248,199.595,195.25
baseline,fp16,0.001,128,256,4,32,1,128,256,4,32,1,2309120,0.3,8192,runnumber_0,1583898264103_235024,8eef9e59,15.56000042,19.35000038,20.94000053,22.76000023,5.835000038,5.471000195,5.368999958,5.160999775,6.252999783,5.809000015,5.668000221,5.429999828,,11.607,11.47,11.135,11.001,11.717,11.47
baseline,fp16,0.001,128,256,4,32,1,128,256,4,32,1,2309120,0.3,8192,runnumber_1,1583898264103_235030,8eef9e59,15.56000042,19.35000038,20.94000053,22.73999977,5.835000038,5.471000195,5.368999958,5.160999775,6.252999783,5.809000015,5.668000221,5.429999828,,11.13,10.39,10.333,10.509,10.511,10.51
baseline,fp16,0.001,128,256,4,32,2,128,256,4,32,2,2636800,0.3,8192,runnumber_0,1583898264103_235027,8eef9e59,17.51000023,21.70000076,24.09000015,27,5.603000164,5.168000221,4.964000225,4.669000149,6.012000084,5.505000114,5.284999847,4.895999908,,17.824,34.426,16.357,16.102,16.033,16.36
baseline,fp16,0.001,128,256,4,32,2,128,256,4,32,2,2636800,0.3,8192,runnumber_1,1583898264103_235019,8eef9e59,16.25,21.72999954,23.51000023,27,5.693999767,5.164999962,5.002999783,4.670000076,6.117000103,5.531000137,5.31099987,4.894999981,,15.94,15.503,15.536,15.292,15.47,15.5
baseline,fp16,0.001,128,256,4,32,3,128,256,4,32,3,2964480,0.3,8192,runnumber_0,1583898264103_235008,8eef9e59,16.5,23.62999916,25.54000092,28.96999931,5.640999794,4.955999851,4.77699995,4.46999979,6.06799984,5.300000191,5.044000149,4.65899992,,20.674,20.124,20.207,20.115,20.987,20.21
baseline,fp16,0.001,128,256,4,32,3,128,256,4,32,3,2964480,0.3,8192,runnumber_1,1583898264103_235025,8eef9e59,16.5,23.64999962,25.87000084,29.01000023,5.640999794,4.941999912,4.763000011,4.467999935,6.06799984,5.265999794,5.028999805,4.65899992,,20.79,20.031,20.87,21.086,22.039,20.87
baseline,fp16,0.001,128,256,4,32,4,128,256,4,32,4,3292160,0.3,8192,runnumber_0,1583898264103_235012,8eef9e59,16.95000076,24.29999924,26.75,30.13999939,5.584000111,4.849999905,4.65199995,4.348999977,6.011000156,5.156000137,4.909999847,4.517000198,,28.386,28.661,28.63,28.562,26.539,28.56
baseline,fp16,0.001,128,256,4,32,4,128,256,4,32,4,3292160,0.3,8192,runnumber_1,1583898264103_235017,8eef9e59,16.95000076,24.36000061,26.44000053,30.17000008,5.584000111,4.861999989,4.677000046,4.349999905,6.011000156,5.18900013,4.927000046,4.515999794,,28.88,28.392,27.099,26.854,26.874,27.1
baseline,fp16,0.001,128,256,4,32,5,128,256,4,32,5,3619840,0.3,8192,runnumber_0,1583898264103_235015,8eef9e59,14.57999992,22.95000076,25.90999985,30.75,5.711999893,4.946000099,4.683000088,4.267000198,6.09800005,5.28000021,4.928999901,4.40199995,,36.553,32.6,63.265,29.492,29.952,32.6
baseline,fp16,0.001,128,256,4,32,5,128,256,4,32,5,3619840,0.3,8192,runnumber_1,1583898264103_235026,8eef9e59,14.63000011,23.05999947,25.92000008,30.81999969,5.710000038,4.938000202,4.657999992,4.270999908,6.09800005,5.28399992,4.933000088,4.403999805,,30.513,30.219,30.265,29.796,31.711,30.27
baseline,fp16,0.001,128,256,4,32,6,128,256,4,32,6,3947520,0.3,8192,runnumber_0,1583898264103_235020,8eef9e59,14.28999996,23.77000046,26.38999939,31.28000069,5.701000214,4.881999969,4.627999783,4.227000237,6.072000027,5.204999924,4.868999958,4.349999905,,36.674,34.277,35.976,35.604,36.089,35.98
baseline,fp16,0.001,128,256,4,32,6,128,256,4,32,6,3947520,0.3,8192,runnumber_1,1583898264103_235031,8eef9e59,14.39999962,23.71999931,26.57999992,31.34000015,5.68900013,4.877999783,4.626999855,4.223999977,6.072000027,5.203999996,4.868000031,4.349999905,,36.14,36.262,35.033,34.85,37.919,36.14
baseline,fp16,0.001,128,256,4,32,7,128,256,4,32,7,4275200,0.3,8192,runnumber_0,1583898264103_235013,8eef9e59,15.55000019,22.34000015,25.68000031,31.54999924,5.593999863,4.933000088,4.657000065,4.190999985,6.15899992,5.227000237,4.885000229,4.300000191,,41.82,40.548,40.512,40.315,43.091,40.55
baseline,fp16,0.001,128,256,4,32,7,128,256,4,32,7,4275200,0.3,8192,runnumber_1,1583898264103_235023,8eef9e59,13.82999992,22.29999924,25.70000076,31.55999947,5.747000217,4.93599987,4.656000137,4.191999912,6.145999908,5.272999763,4.907999992,4.300000191,,41.759,41.995,42.035,41.675,41.408,41.76
baseline,fp16,0.001,128,256,4,32,8,128,256,4,32,8,4602880,0.3,8192,runnumber_0,1583898264103_235010,8eef9e59,15.35000038,22.5,26.01000023,31.95999908,5.596000195,4.894000053,4.637000084,4.152999878,6.170000076,5.245999813,4.882999897,4.249000072,,46.064,45.387,44.296,45.182,48.299,45.39
baseline,fp16,0.001,128,256,4,32,8,128,256,4,32,8,4602880,0.3,8192,runnumber_1,1583898264103_235014,8eef9e59,13.67000008,22.46999931,25.87000084,31.94000053,5.757999897,4.914999962,4.636000156,4.157000065,6.170000076,5.244999886,4.880000114,4.251999855,,57.33,48.059,48.989,49.208,46.09,48.99
baseline,fp16,0.001,128,256,4,32,9,128,256,4,32,9,4930560,0.3,8192,runnumber_0,1583898264103_235011,8eef9e59,9.869999886,21.12000084,24.65999985,31.85000038,5.93900013,5.006999969,4.697999954,4.144999981,6.585999966,5.352000237,4.96999979,4.234000206,,53.275,50.729,49.825,49.987,52.95,50.73
baseline,fp16,0.001,128,256,4,32,9,128,256,4,32,9,4930560,0.3,8192,runnumber_1,1583898264103_235016,8eef9e59,7.400000095,21.06999969,24.60000038,31.79999924,6.132999897,5.008999825,4.705999851,4.146999836,6.497000217,5.354000092,4.971000195,4.235000134,,52.518,50.105,50.633,49.726,51.226,50.63
baseline,fp16,0.001,128,256,4,32,10,128,256,4,32,10,5258240,0.3,8192,runnumber_0,1583898264103_235009,8eef9e59,12.72999954,22.12000084,25.95999908,32.27999878,5.868000031,4.922999859,4.620999813,4.118000031,6.272999763,5.236000061,4.855000019,4.184999943,,57.093,55.738,56.861,56.086,57.829,56.86
baseline,fp16,0.001,128,256,4,32,10,128,256,4,32,10,5258240,0.3,8192,runnumber_1,1583898264103_235021,8eef9e59,12.72999954,22.12000084,26.04000092,32.27999878,5.868000031,4.922999859,4.618999958,4.118000031,6.272999763,5.236000061,4.855000019,4.184000015,,65.902,62.388,61.565,62.012,56.071,62.01
baseline,fp16,0.001,128,256,4,32,20,128,256,4,32,20,8535040,0.3,8192,runnumber_0,1583898264103_235018,8eef9e59,3.359999895,12.60000038,22.5,31.94000053,6.610000134,5.531000137,4.829999924,4.092000008,6.768000126,5.781000137,5.072000027,4.059999943,,106.647,104.834,106.17,106.817,106.418,106.42
baseline,fp16,0.001,128,256,4,32,20,128,256,4,32,20,8535040,0.3,8192,runnumber_1,1583898264103_235022,8eef9e59,3.400000095,12.77999973,22.39999962,31.97999954,6.611000061,5.528999805,4.839000225,4.087999821,6.768000126,5.78000021,5.068999767,4.059999943,,111.802,109.625,109.378,109.451,104.614,109.45
baseline,fp16,0.001,128,256,4,32,30,128,256,4,32,30,11811840,0.3,8192,runnumber_0,1583898264103_235028,8eef9e59,2.630000114,19.76000023,24.89999962,32.43999863,6.642000198,5.032000065,4.623000145,4.059999943,6.784999847,5.294000149,4.775000095,3.851000071,,163.784,161.043,162.483,321.396,157.05,162.48
baseline,fp16,0.001,128,256,4,32,30,128,256,4,32,30,11811840,0.3,8192,runnumber_1,1583898264103_235029,8eef9e59,2.690000057,19.69000053,24.92000008,32.29999924,6.643000126,5.035999775,4.629000187,4.056000233,6.785999775,5.296000004,4.777999878,3.852999926,,152.604,322.923,170.751,172.212,154.984,170.75
crs_--strategy_det_top_k__k_64,fp16,0.001,128,256,4,32,1,128,256,4,32,1,2309120,0.3,8192,runnumber_1,1583898264103_235098,36fdd147,16.79000092,19.28000069,20.56999969,22.44000053,5.81099987,5.504000187,5.381000042,5.181000233,6.281000137,5.861000061,5.728000164,5.497000217,,11.769,11.094,11.051,10.954,11.051,11.05
crs_--strategy_det_top_k__k_64,fp16,0.001,128,256,4,32,1,128,256,4,32,1,2309120,0.3,8192,runnumber_0,1583898264103_235123,36fdd147,15.56999969,19.29999924,20.15999985,22.15999985,5.850999832,5.507999897,5.420000076,5.188000202,6.282000065,5.861999989,5.730000019,5.500999928,,61.362,59.334,59.73,72.407,11.374,59.73
crs_--strategy_det_top_k__k_64,fp16,0.001,128,256,4,32,2,128,256,4,32,2,2636800,0.3,8192,runnumber_1,1583898264103_235087,36fdd147,15.5,20.60000038,22.37999916,26,5.756999969,5.248000145,5.102000237,4.784999847,6.209000111,5.631000042,5.425000191,5.058000088,,17.384,16.752,16.313,16.409,16.641,16.64
crs_--strategy_det_top_k__k_64,fp16,0.001,128,256,4,32,2,128,256,4,32,2,2636800,0.3,8192,runnumber_0,1583898264103_235104,36fdd147,15.5,20.60000038,22.37999916,25.95999908,5.756999969,5.248000145,5.102000237,4.784999847,6.209000111,5.631000042,5.425000191,5.059999943,,22.21,17.379,17.11,17.009,17.07,17.11
crs_--strategy_det_top_k__k_64,fp16,0.001,128,256,4,32,3,128,256,4,32,3,2964480,0.3,8192,runnumber_1,1583898264103_235080,36fdd147,14.21000004,21.79999924,24.47999954,28.01000023,5.788000107,5.085999966,4.869999886,4.546000004,6.203999996,5.467000008,5.178999901,4.767000198,,23.089,22.086,22.855,22.561,21.762,22.56
crs_--strategy_det_top_k__k_64,fp16,0.001,128,256,4,32,3,128,256,4,32,3,2964480,0.3,8192,runnumber_0,1583898264103_235092,36fdd147,15.38000011,21.98999977,24.44000053,27.95999908,5.670000076,5.056000233,4.843999863,4.547999859,6.202000141,5.447999954,5.171999931,4.769000053,,22.923,45.193,21.943,21.805,22.409,22.41
crs_--strategy_det_top_k__k_64,fp16,0.001,128,256,4,32,4,128,256,4,32,4,3292160,0.3,8192,runnumber_0,1583898264103_235101,36fdd147,11.47999954,20.21999931,23.43000031,28.81999969,5.938000202,5.21600008,4.914999962,4.438000202,6.322000027,5.624000072,5.256000042,4.640999794,,29.439,28.281,28.193,28.075,28.162,28.19
crs_--strategy_det_top_k__k_64,fp16,0.001,128,256,4,32,4,128,256,4,32,4,3292160,0.3,8192,runnumber_1,1583898264103_235107,36fdd147,11.47999954,20.26000023,23.43000031,28.82999992,5.938000202,5.206999779,4.883999825,4.434000015,6.322000027,5.620999813,5.254000187,4.642000198,,29.011,28.266,27.632,27.864,30.762,28.27
crs_--strategy_det_top_k__k_64,fp16,0.001,128,256,4,32,5,128,256,4,32,5,3619840,0.3,8192,runnumber_1,1583898264103_235103,36fdd147,11.64000034,20.81999969,24.19000053,29.61000061,5.909999847,5.127999783,4.852000237,4.359000206,6.230000019,5.515999794,5.135000229,4.537000179,,33.626,32.417,32.388,32.27,32.953,32.42
crs_--strategy_det_top_k__k_64,fp16,0.001,128,256,4,32,5,128,256,4,32,5,3619840,0.3,8192,runnumber_0,1583898264103_235118,36fdd147,11.64000034,20.70999908,24.22999954,29.62000084,5.909999847,5.138999939,4.848999977,4.355000019,6.230000019,5.512000084,5.136000156,4.534999847,,33.216,33.032,32.966,32.867,32.667,32.97
crs_--strategy_det_top_k__k_64,fp16,0.001,128,256,4,32,6,128,256,4,32,6,3947520,0.3,8192,runnumber_0,1583898264103_235115,36fdd147,10.03999996,15.52999973,22.55999947,29.46999931,6.040999889,5.462999821,4.960999966,4.357999802,6.428999901,5.827000141,5.285999775,4.561999798,,41.668,40.002,39.901,40.048,40.269,40.05
crs_--strategy_det_top_k__k_64,fp16,0.001,128,256,4,32,6,128,256,4,32,6,3947520,0.3,8192,runnumber_1,1583898264103_235120,36fdd147,10.03999996,15.52999973,22.79000092,29.45000076,6.040999889,5.462999821,4.979000092,4.359000206,6.428999901,5.827000141,5.30700016,4.561999798,,40.215,39.476,39.642,39.422,39.413,39.48
crs_--strategy_det_top_k__k_64,fp16,0.001,128,256,4,32,7,128,256,4,32,7,4275200,0.3,8192,runnumber_0,1583898264103_235081,36fdd147,9.789999962,20.81999969,23.79000092,30.19000053,6.085000038,5.090000153,4.835000038,4.278999805,6.443999767,5.467000008,5.149000168,4.447000027,,44.447,43.525,43.632,43.72,44.238,43.72
crs_--strategy_det_top_k__k_64,fp16,0.001,128,256,4,32,7,128,256,4,32,7,4275200,0.3,8192,runnumber_1,1583898264103_235086,36fdd147,9.609999657,20.85000038,23.95999908,30.15999985,6.074999809,5.083000183,4.842000008,4.28000021,6.44299984,5.46999979,5.15199995,4.447999954,,45.806,44.951,45.543,46.065,44.353,45.54
crs_--strategy_det_top_k__k_64,fp16,0.001,128,256,4,32,8,128,256,4,32,8,4602880,0.3,8192,runnumber_0,1583898264103_235102,36fdd147,14.47000027,20.79000092,24.21999931,30.65999985,5.695000172,5.041999817,4.790999889,4.238999844,6.388999939,5.412000179,5.072000027,4.370999813,,51.171,49.896,48.532,49.505,48.896,49.51
crs_--strategy_det_top_k__k_64,fp16,0.001,128,256,4,32,8,128,256,4,32,8,4602880,0.3,8192,runnumber_1,1583898264103_235124,36fdd147,12.77000046,20.59000015,24.15999985,30.65999985,5.854000092,5.065000057,4.798999786,4.237999916,6.269999981,5.409999847,5.073999882,4.374000072,,50.815,49.879,50.87,49.802,50.138,50.14
crs_--strategy_det_top_k__k_64,fp16,0.001,128,256,4,32,9,128,256,4,32,9,4930560,0.3,8192,runnumber_0,1583898264103_235084,36fdd147,6.670000076,19.97999954,23.43000031,30.75,6.210000038,5.111999989,4.818999767,4.232999802,6.507999897,5.464000225,5.109000206,4.366000175,,55.636,55.165,56.288,56.097,55.403,55.64
crs_--strategy_det_top_k__k_64,fp16,0.001,128,256,4,32,9,128,256,4,32,9,4930560,0.3,8192,runnumber_1,1583898264103_235113,36fdd147,6.670000076,19.97999954,23.43000031,30.63999939,6.210000038,5.111999989,4.818999767,4.232999802,6.507999897,5.464000225,5.109000206,4.366000175,,55.528,55.274,54.909,54.899,55.103,55.1
crs_--strategy_det_top_k__k_64,fp16,0.001,128,256,4,32,10,128,256,4,32,10,5258240,0.3,8192,runnumber_0,1583898264103_235079,36fdd147,7.809999943,20.5,24.18000031,30.94000053,6.129000187,5.083000183,4.800000191,4.212999821,6.505000114,5.40500021,5.066999912,4.336999893,,65.955,62.006,61.703,61.792,61.05,61.79
crs_--strategy_det_top_k__k_64,fp16,0.001,128,256,4,32,10,128,256,4,32,10,5258240,0.3,8192,runnumber_1,1583898264103_235106,36fdd147,8.079999924,20.54000092,23.96999931,30.76000023,6.129000187,5.078000069,4.795000076,4.212999821,6.600999832,5.407999992,5.065999985,4.335000038,,60.645,59.205,59.6,58.954,60.117,59.6
crs_--strategy_det_top_k__k_64,fp16,0.001,128,256,4,32,20,128,256,4,32,20,8535040,0.3,8192,runnumber_0,1583898264103_235082,36fdd147,3.630000114,11.05000019,20.94000053,30.71999931,6.585999966,5.598999977,4.958000183,4.18900013,6.750999928,5.881999969,5.184999943,4.250999928,,131.059,128.199,246.761,119.02,113.011,128.2
crs_--strategy_det_top_k__k_64,fp16,0.001,128,256,4,32,20,128,256,4,32,20,8535040,0.3,8192,runnumber_1,1583898264103_235125,36fdd147,3.430000067,13.47000027,21.63999939,30.55999947,6.578000069,5.427999973,4.870999813,4.190999985,6.749000072,5.892000198,5.178999901,4.257999897,,121.907,119.487,119.611,120.715,119.997,120
crs_--strategy_det_top_k__k_64,fp16,0.001,128,256,4,32,30,128,256,4,32,30,11811840,0.3,8192,runnumber_0,1583898264103_235088,36fdd147,3.25999999,17.17000008,22.53000069,31.07999992,6.56099987,5.251999855,4.776000023,4.15199995,6.787000179,5.59100008,5.006000042,4.100999832,,170.914,169.877,170.548,340.4,176.27,170.91
crs_--strategy_det_top_k__k_64,fp16,0.001,128,256,4,32,30,128,256,4,32,30,11811840,0.3,8192,runnumber_1,1583898264103_235117,36fdd147,3.319999933,14.75,22.04000092,30.96999931,6.637000084,5.388000011,4.855000019,4.156000137,6.78399992,5.666999817,5.044000149,4.109000206,,192.134,191.429,189.414,189.528,178.4,189.53
crs_--strategy_single_norm__k_64,fp16,0.001,128,256,4,32,1,128,256,4,32,1,2309120,0.3,8192,runnumber_0,1583898264103_235096,36fdd147,15.90999985,18.94000053,19.95999908,22.25,5.842999935,5.543000221,5.416999817,5.208000183,6.28000021,5.850999832,5.717000008,5.5,,13.003,12.037,12.291,12.102,12.06,12.1
crs_--strategy_single_norm__k_64,fp16,0.001,128,256,4,32,1,128,256,4,32,1,2309120,0.3,8192,runnumber_1,1583898264103_235122,36fdd147,15.90999985,18.94000053,19.95999908,22.26000023,5.842999935,5.543000221,5.416999817,5.214000225,6.28000021,5.850999832,5.717000008,5.495999813,,14.987,15.314,14.76,14.222,14.2,14.76
crs_--strategy_single_norm__k_64,fp16,0.001,128,256,4,32,2,128,256,4,32,2,2636800,0.3,8192,runnumber_0,1583898264103_235089,36fdd147,15.52999973,20.61000061,22.19000053,25.79999924,5.758999825,5.264999866,5.110000134,4.795000076,6.21600008,5.635000229,5.423999786,5.05700016,,17.696,16.979,16.819,16.751,17.238,16.98
crs_--strategy_single_norm__k_64,fp16,0.001,128,256,4,32,2,128,256,4,32,2,2636800,0.3,8192,runnumber_1,1583898264103_235097,36fdd147,15.52999973,20.61000061,22.19000053,25.65999985,5.758999825,5.264999866,5.110000134,4.804999828,6.21600008,5.635000229,5.423999786,5.059000015,,23.847,22.048,22.13,20.796,21.29,22.05
crs_--strategy_single_norm__k_64,fp16,0.001,128,256,4,32,3,128,256,4,32,3,2964480,0.3,8192,runnumber_0,1583898264103_235093,36fdd147,13.68000031,21.25,24.12000084,26.85000038,5.822000027,5.126999855,4.895999908,4.657000065,6.204999924,5.477000237,5.178999901,4.890999794,,22.724,22.406,22.254,22.225,21.723,22.25
crs_--strategy_single_norm__k_64,fp16,0.001,128,256,4,32,3,128,256,4,32,3,2964480,0.3,8192,runnumber_1,1583898264103_235110,36fdd147,13.84000015,21.35000038,23.89999962,27.96999931,5.816999912,5.122000217,4.909999847,4.553999901,6.208000183,5.478000164,5.184000015,4.768000126,,23.785,22.408,22.253,22.376,22.345,22.38
crs_--strategy_single_norm__k_64,fp16,0.001,128,256,4,32,4,128,256,4,32,4,3292160,0.3,8192,runnumber_0,1583898264103_235095,36fdd147,12.17000008,20.37000084,24.07999992,28.84000015,5.882999897,5.197999954,4.862999916,4.448999882,6.320000172,5.640999794,5.237999916,4.637000084,,27.953,26.804,26.839,26.829,27.518,26.84
crs_--strategy_single_norm__k_64,fp16,0.001,128,256,4,32,4,128,256,4,32,4,3292160,0.3,8192,runnumber_1,1583898264103_235121,36fdd147,14.5,21.79000092,24.48999977,28.96999931,5.728000164,5.085999966,4.830999851,4.436999798,6.308000088,5.596000195,5.230000019,4.631000042,,28.442,27.636,56.05,27.322,28.432,28.43
crs_--strategy_single_norm__k_64,fp16,0.001,128,256,4,32,5,128,256,4,32,5,3619840,0.3,8192,runnumber_0,1583898264103_235083,36fdd147,14.19999981,21,23.96999931,29.62999916,5.784999847,5.120999813,4.815999985,4.360000134,6.21999979,5.491000175,5.125,4.534999847,,33.761,33.071,32.682,32.921,32.076,32.92
crs_--strategy_single_norm__k_64,fp16,0.001,128,256,4,32,5,128,256,4,32,5,3619840,0.3,8192,runnumber_1,1583898264103_235114,36fdd147,14.19999981,20.80999947,24.18000031,29.36000061,5.784999847,5.125999928,4.846000195,4.364999771,6.21999979,5.493999958,5.125,4.53399992,,33.523,33.066,34.057,34.204,32.971,33.52
crs_--strategy_single_norm__k_64,fp16,0.001,128,256,4,32,6,128,256,4,32,6,3947520,0.3,8192,runnumber_0,1583898264103_235091,36fdd147,9.75,14.52999973,21.25,29.13999939,6.072000027,5.527999878,5.077000141,4.383999825,6.431000233,5.840000153,5.40500021,4.592999935,,40.696,39.146,39.52,39.001,39.312,39.31
crs_--strategy_single_norm__k_64,fp16,0.001,128,256,4,32,6,128,256,4,32,6,3947520,0.3,8192,runnumber_1,1583898264103_235116,36fdd147,9.75,14.71000004,21.35000038,29.12000084,6.072000027,5.527999878,5.065999985,4.390999794,6.431000233,5.84100008,5.427999973,4.596000195,,41.544,39.754,39.839,39.81,39.612,39.81
crs_--strategy_single_norm__k_64,fp16,0.001,128,256,4,32,7,128,256,4,32,7,4275200,0.3,8192,runnumber_0,1583898264103_235094,36fdd147,9.550000191,20.63999939,23.95000076,30.13999939,6.090000153,5.116000175,4.861999989,4.289000034,6.453999996,5.479000092,5.165999889,4.448999882,,46.334,45.572,46.376,45.973,92.232,46.33
crs_--strategy_single_norm__k_64,fp16,0.001,128,256,4,32,7,128,256,4,32,7,4275200,0.3,8192,runnumber_1,1583898264103_235099,36fdd147,9.550000191,20.63999939,24.17000008,29.89999962,6.090000153,5.116000175,4.828999996,4.296000004,6.453999996,5.479000092,5.165999889,4.451000214,,44.969,42.949,42.884,42.948,44.288,42.95
crs_--strategy_single_norm__k_64,fp16,0.001,128,256,4,32,8,128,256,4,32,8,4602880,0.3,8192,runnumber_1,1583898264103_235100,36fdd147,12.26000023,20.5,24.04999924,30.61000061,5.883999825,5.098999977,4.806000233,4.245999813,6.300000191,5.433000088,5.093999863,4.380000114,,49.546,49.034,49.493,50.235,50.052,49.55
crs_--strategy_single_norm__k_64,fp16,0.001,128,256,4,32,8,128,256,4,32,8,4602880,0.3,8192,runnumber_0,1583898264103_235105,36fdd147,12.26000023,20.5,24.09000015,30.51000023,5.883999825,5.098999977,4.80700016,4.245999813,6.300000191,5.433000088,5.097000122,4.381000042,,58.233,58.052,57.157,56.526,48.971,57.16
crs_--strategy_single_norm__k_64,fp16,0.001,128,256,4,32,9,128,256,4,32,9,4930560,0.3,8192,runnumber_1,1583898264103_235111,36fdd147,7.150000095,20.04999924,24.03000069,30.62999916,6.208000183,5.132999897,4.816999912,4.245999813,6.511000156,5.451000214,5.111000061,4.368000031,,64.589,58.903,58.972,58.048,57.784,58.9
crs_--strategy_single_norm__k_64,fp16,0.001,128,256,4,32,9,128,256,4,32,9,4930560,0.3,8192,runnumber_0,1583898264103_235119,36fdd147,7.150000095,20.04999924,24.11000061,30.64999962,6.208000183,5.132999897,4.828000069,4.247000217,6.511000156,5.451000214,5.107999802,4.367000103,,62.606,61.707,63.35,61.494,55.72,61.71
crs_--strategy_single_norm__k_64,fp16,0.001,128,256,4,32,10,128,256,4,32,10,5258240,0.3,8192,runnumber_1,1583898264103_235077,36fdd147,9,20.36000061,24.01000023,30.87999916,6.06799984,5.102000237,4.818999767,4.223999977,6.467999935,5.412000179,5.06400013,4.330999851,,62.695,60.255,61.366,124.279,59.527,61.37
crs_--strategy_single_norm__k_64,fp16,0.001,128,256,4,32,10,128,256,4,32,10,5258240,0.3,8192,runnumber_0,1583898264103_235108,36fdd147,8.550000191,20.62000084,24.36000061,30.79000092,6.071000099,5.09800005,4.801000118,4.22300005,6.477000237,5.40899992,5.06400013,4.328999996,,61.329,123.124,59.549,60.564,59.916,60.56
crs_--strategy_single_norm__k_64,fp16,0.001,128,256,4,32,20,128,256,4,32,20,8535040,0.3,8192,runnumber_0,1583898264103_235109,36fdd147,3.650000095,10.19999981,20.5,30.47999954,6.514999866,5.677000046,4.956999779,4.211999893,6.745999813,5.888000011,5.238999844,4.276000023,,176.157,120.901,121.747,203.82,118.673,121.75
