layer_type,fp16,LR,d_model (encoder_embed_dim),d_ffn (encoder_ffn_embed_dim),n_heads (encoder_attention_heads),d_head (encoder_head_dim),n_layers (encoder_layers),d_model (decoder_embed_dim),d_ffn (decoder_ffn_embed_dim),n_heads (decoder_attention_heads),d_head (decoder_head_dim),n_layers (decoder_layers),Total Params (formula) (no bias or LayerNorm params),dropout,batch size (max-tokens),trainable params (fairseq log),application_id,experiment,BEST_BLEU_VAL_EPOCH_10,BEST_BLEU_VAL_EPOCH_20,BEST_BLEU_VAL_EPOCH_30,BEST_BLEU_VAL_EPOCH_120,BEST_LOSS_VAL_EPOCH_10,BEST_LOSS_VAL_EPOCH_20,BEST_LOSS_VAL_EPOCH_30,BEST_LOSS_VAL_EPOCH_120,BEST_LOSS_TRAIN_EPOCH_10,BEST_LOSS_TRAIN_EPOCH_20,BEST_LOSS_TRAIN_EPOCH_30,BEST_LOSS_TRAIN_EPOCH_-1,philly_compute_tim,epoch 1,epoch 2,epoch 3,epoch 4,epoch 30,Median
crs_--strategy_single_norm__k_64,fp16,0.001,128,256,4,32,20,128,256,4,32,20,8535040,0.3,8192,runnumber_1,1583898264103_235112,36fdd147,3.210000038,10.31999969,20.77000046,30.64999962,6.578000069,5.657000065,4.961999893,4.209000111,6.744999886,5.877999783,5.208000183,4.265999794,,120.186,126.405,288.695,143.951,485.715,143.95
crs_--strategy_single_norm__k_64,fp16,0.001,128,256,4,32,30,128,256,4,32,30,11811840,0.3,8192,runnumber_1,1583898264103_235078,36fdd147,3.319999933,7.159999847,19.67000008,30.17000008,6.635000229,5.886000156,5.004000187,4.209000111,6.777999878,6.011000156,5.191999912,4.160999775,,177.273,175.08,174.322,175.436,181.43,175.44
crs_--strategy_single_norm__k_64,fp16,0.001,128,256,4,32,30,128,256,4,32,30,11811840,0.3,8192,runnumber_0,1583898264103_235090,36fdd147,3.359999895,7.519999981,19.60000038,30.23999977,6.627999783,5.888999939,5.006999969,4.203000069,6.772999763,6.019000053,5.205999851,4.156000137,,177.921,167.891,169.206,168.783,171.21,169.21
crs_--strategy_det_top_k__k_64,fp16,0.000707,256,512,4,64,1,256,512,4,64,1,2265088,0.3,8192,runnumber_0,1583898264103_235315,d1eb696b,20.04999924,23.29000092,24.27000046,26.12000084,5.361999989,5.071000099,4.989999771,4.774000168,5.508999825,5.093999863,4.955999851,4.686999798,,13.083,12.451,12.422,12.611,12.532,12.532
crs_--strategy_det_top_k__k_64,fp16,0.000707,256,512,4,64,1,256,512,4,64,1,2265088,0.3,8192,runnumber_1,1583898264103_235426,d1eb696b,20.04999924,23.29000092,24.27000046,26.12000084,5.361999989,5.071000099,4.989999771,4.774000168,5.508999825,5.093999863,4.955999851,4.686999798,,13.206,12.576,12.305,12.322,12.574,12.574
crs_--strategy_det_top_k__k_64,fp16,0.000707,256,512,4,64,2,256,512,4,64,2,2265088,0.3,8192,runnumber_0,1583898264103_235351,d1eb696b,22.98999977,26.60000038,27.79000092,30.23999977,5.072000027,4.699999809,4.556000233,4.308000088,5.270999908,4.750999928,4.56099987,4.210999966,,22.844,23.148,22.556,22.869,22.547,22.844
crs_--strategy_det_top_k__k_64,fp16,0.000707,256,512,4,64,2,256,512,4,64,2,2265088,0.3,8192,runnumber_1,1583898264103_235432,d1eb696b,22.98999977,26.60000038,28.22999954,30.20999908,5.072000027,4.699999809,4.520999908,4.306000233,5.270999908,4.750999928,4.561999798,4.211999893,,19.664,19.078,19.227,19.014,20.054,19.227
crs_--strategy_det_top_k__k_64,fp16,0.000707,256,512,4,64,3,256,512,4,64,3,2265088,0.3,8192,runnumber_0,1583898264103_235414,d1eb696b,24.04999924,28.11000061,29.18000031,31.43000031,4.936999798,4.502999783,4.366000175,4.166999817,5.145999908,4.521999836,4.334000111,3.996000051,,26.591,25.837,25.642,26.505,25.48,25.837
crs_--strategy_det_top_k__k_64,fp16,0.000707,256,512,4,64,3,256,512,4,64,3,2265088,0.3,8192,runnumber_1,1583898264103_235376,d1eb696b,24.05999947,27.67000008,29.05999947,31.62000084,4.936999798,4.517000198,4.370999813,4.157000065,5.144999981,4.521999836,4.333000183,3.997999907,,26.383,25.235,25.334,25.496,25.076,25.334
crs_--strategy_det_top_k__k_64,fp16,0.000707,256,512,4,64,4,256,512,4,64,4,2265088,0.3,8192,runnumber_0,1583898264103_235418,d1eb696b,24.87999916,28.88999939,30.11000061,32.65999985,4.801000118,4.393000126,4.274000168,4.052000046,5.035999775,4.413000107,4.22300005,3.865999937,,32.401,31.695,31.58,31.745,31.85,31.745
crs_--strategy_det_top_k__k_64,fp16,0.000707,256,512,4,64,4,256,512,4,64,4,2265088,0.3,8192,runnumber_1,1583898264103_235275,d1eb696b,24.82999992,28.57999992,30.06999969,32.72999954,4.80700016,4.416999817,4.270999908,4.048999786,4.907000065,4.388000011,4.210999966,3.86500001,,39.065,36.72,36.691,36.019,32.152,36.691
crs_--strategy_det_top_k__k_64,fp16,0.000707,256,512,4,64,5,256,512,4,64,5,2265088,0.3,8192,runnumber_0,1583898264103_235393,d1eb696b,25.01000023,29.45999908,30.85000038,33.18000031,4.75,4.334000111,4.211999893,4.004000187,4.986000061,4.352000237,4.144000053,3.76699996,,38.636,38.241,37.943,37.635,38.812,38.241
crs_--strategy_det_top_k__k_64,fp16,0.000707,256,512,4,64,5,256,512,4,64,5,2265088,0.3,8192,runnumber_1,1583898264103_235261,d1eb696b,25.01000023,29.45999908,31.15999985,33.27999878,4.75,4.334000111,4.179999828,4,4.986000061,4.352000237,4.144999981,3.767999887,,41.422,39.907,40.096,39.905,39.756,39.907
crs_--strategy_det_top_k__k_64,fp16,0.000707,256,512,4,64,6,256,512,4,64,6,2265088,0.3,8192,runnumber_0,1583898264103_235263,d1eb696b,24.98999977,29.85000038,31.45999908,33.90000153,4.743000031,4.287000179,4.152999878,3.957999945,4.999000072,4.306000233,4.085999966,3.684999943,,46.43,44.591,44.946,91.838,46.413,46.413
crs_--strategy_det_top_k__k_64,fp16,0.000707,256,512,4,64,6,256,512,4,64,6,2265088,0.3,8192,runnumber_1,1583898264103_235279,d1eb696b,24.69000053,29.70000076,31.38999939,33.75999832,4.742000103,4.296000004,4.164000034,3.961999893,4.998000145,4.306000233,4.084000111,3.683000088,,48.162,44.794,45.451,91.256,44.251,45.451
crs_--strategy_det_top_k__k_64,fp16,0.000707,256,512,4,64,7,256,512,4,64,7,2265088,0.3,8192,runnumber_0,1583898264103_235381,d1eb696b,24.15999985,29.56999969,31.25,33.93999863,4.778999805,4.296999931,4.151000023,3.930999994,5.054999828,4.303999901,4.06799984,3.624000072,,53.307,51.79,51.334,51.423,52.064,51.79
crs_--strategy_det_top_k__k_64,fp16,0.000707,256,512,4,64,7,256,512,4,64,7,2265088,0.3,8192,runnumber_1,1583898264103_235448,d1eb696b,25.03000069,29.78000069,31.45999908,33.97999954,4.704999924,4.294000149,4.142000198,3.931999922,5.065000057,4.296999931,4.063000202,3.624000072,,53.271,105.542,51.136,51.374,51.563,51.563
crs_--strategy_det_top_k__k_64,fp16,0.000707,256,512,4,64,8,256,512,4,64,8,2265088,0.3,8192,runnumber_0,1583898264103_235399,d1eb696b,23.11000061,29.75,31.45000076,34.25,4.837999821,4.270999908,4.130000114,3.921000004,5.103000164,4.281000137,4.032999992,3.569999933,,60.039,58.672,57.897,58.195,57.76,58.195
crs_--strategy_det_top_k__k_64,fp16,0.000707,256,512,4,64,8,256,512,4,64,8,2265088,0.3,8192,runnumber_1,1583898264103_235401,d1eb696b,22.61000061,29.61000061,31.51000023,34.20000076,4.842999935,4.291999817,4.129000187,3.91899991,5.114999771,4.296000004,4.039999962,3.575000048,,59.803,57.843,115.878,56.922,57.282,57.843
crs_--strategy_det_top_k__k_64,fp16,0.000707,256,512,4,64,9,256,512,4,64,9,2265088,0.3,8192,runnumber_0,1583898264103_235405,d1eb696b,21.69000053,29.73999977,32.33000183,34.47999954,4.881000042,4.263999939,4.079999924,3.904000044,5.146999836,4.277999878,4.020999908,3.519999981,,65.007,65.207,64.628,65.149,66.583,65.149
crs_--strategy_det_top_k__k_64,fp16,0.000707,256,512,4,64,9,256,512,4,64,9,2265088,0.3,8192,runnumber_1,1583898264103_235363,d1eb696b,21.77000046,29.44000053,31.82999992,34.40000153,4.881000042,4.265999794,4.109000206,3.913000107,5.143000126,4.277999878,4.011000156,3.520999908,,72.031,67.281,66.979,66.643,66.316,66.979
crs_--strategy_det_top_k__k_64,fp16,0.000707,256,512,4,64,10,256,512,4,64,10,2265088,0.3,8192,runnumber_0,1583898264103_235397,d1eb696b,22.28000069,29.43000031,31.32999992,34.36000061,4.868000031,4.260000229,4.116000175,3.905999899,5.157000065,4.287000179,4.006000042,3.486000061,,71.746,143.344,70.438,71.768,70.708,71.746
crs_--strategy_det_top_k__k_64,fp16,0.000707,256,512,4,64,10,256,512,4,64,10,2265088,0.3,8192,runnumber_1,1583898264103_235420,d1eb696b,22.04999924,29.22999954,31.64999962,34.36000061,4.879000187,4.276000023,4.100999832,3.907999992,5.146999836,4.282999992,4.006000042,3.493999958,,73.23,72.658,71.98,73.04,71.848,72.658
crs_--strategy_det_top_k__k_64,fp16,0.000707,256,512,4,64,20,256,512,4,64,20,2265088,0.3,8192,runnumber_0,1583898264103_235329,d1eb696b,14.03999996,26.42000008,30.15999985,33.93000031,5.390999794,4.415999889,4.168000221,3.947000027,5.664999962,4.431000233,4.025000095,3.236000061,,145.382,138.282,137.894,138.434,142.718,138.434
crs_--strategy_det_top_k__k_64,fp16,0.000707,256,512,4,64,20,256,512,4,64,20,2265088,0.3,8192,runnumber_1,1583898264103_235316,d1eb696b,14.03999996,26.42000008,30.15999985,33.84999847,5.390999794,4.415999889,4.168000221,3.947000027,5.664999962,4.431000233,4.025000095,3.236000061,,138.169,136.318,136.575,136.069,136.711,136.575
crs_--strategy_det_top_k__k_64,fp16,0.000707,256,512,4,64,30,256,512,4,64,30,2265088,0.3,8192,runnumber_0,1583898264103_235281,d1eb696b,7.739999771,25.12999916,29.40999985,32.61999893,5.870999813,4.519999981,4.209000111,4.034999847,6.046000004,4.500999928,4.022999763,3.072000027,,198.979,198.264,198.035,397.844,200.596,198.979
crs_--strategy_det_top_k__k_64,fp16,0.000707,256,512,4,64,30,256,512,4,64,30,2265088,0.3,8192,runnumber_1,1583898264103_235396,d1eb696b,8.369999886,25.46999931,29.62000084,32.61999893,5.847000122,4.514999866,4.203000069,4.028999805,6.007999897,4.488999844,4.001999855,3.075999975,,208.586,205.835,411.736,205.876,199.482,205.876
crs_--strategy_det_top_k__k_64,fp16,0.0005,512,1024,4,128,1,512,1024,4,128,1,4530176,0.3,8192,runnumber_0,1583898264103_235429,d1eb696b,23.56999969,27.12999916,28.12000084,30.12000084,5.054999828,4.723999977,4.629000187,4.481999874,5.006999969,4.527999878,4.357999802,4.008999825,,15.971,15.143,15.148,15.184,15.794,15.184
crs_--strategy_det_top_k__k_64,fp16,0.0005,512,1024,4,128,1,512,1024,4,128,1,4530176,0.3,8192,runnumber_1,1583898264103_235318,d1eb696b,23.60000038,27.05999947,28.72999954,29.90999985,5.056000233,4.729000092,4.611999989,4.488999844,5.006999969,4.527999878,4.353000164,4.010000229,,15.863,15.097,15.109,15.036,15.136,15.109
crs_--strategy_det_top_k__k_64,fp16,0.0005,512,1024,4,128,2,512,1024,4,128,2,4530176,0.3,8192,runnumber_0,1583898264103_235283,d1eb696b,26.62999916,30.02000046,31.19000053,32.43000031,4.678999901,4.355999947,4.289000034,4.172999859,4.725999832,4.197999954,4.006999969,3.598999977,,,,,,,
crs_--strategy_det_top_k__k_64,fp16,0.0005,512,1024,4,128,2,512,1024,4,128,2,4530176,0.3,8192,runnumber_1,1583898264103_235422,d1eb696b,26.37000084,29.72999954,30.81999969,32.29999924,4.730999947,4.40899992,4.31400013,4.175000191,4.727000237,4.197999954,4.006000042,3.59800005,,24.438,23.358,23.622,23.242,23.44,23.44
crs_--strategy_det_top_k__k_64,fp16,0.0005,512,1024,4,128,3,512,1024,4,128,3,4530176,0.3,8192,runnumber_0,1583898264103_235415,d1eb696b,27.81999969,30.82999992,31.79000092,33.29999924,4.572999954,4.238999844,4.15199995,4.061999798,4.56400013,3.99000001,3.785000086,3.34800005,,32.468,31.81,31.695,31.812,31.525,31.81
crs_--strategy_det_top_k__k_64,fp16,0.0005,512,1024,4,128,3,512,1024,4,128,3,4530176,0.3,8192,runnumber_1,1583898264103_235343,d1eb696b,27.81999969,30.82999992,31.79000092,33.16999817,4.572999954,4.238999844,4.15199995,4.061999798,4.56400013,3.99000001,3.785000086,3.348999977,,35.071,35.481,34.857,34.392,35.417,35.071
crs_--strategy_det_top_k__k_64,fp16,0.0005,512,1024,4,128,4,512,1024,4,128,4,4530176,0.3,8192,runnumber_0,1583898264103_235269,d1eb696b,28.11000061,31.20999908,32.70999908,33.79000092,4.491000175,4.164000034,4.070000172,4.021999836,4.480999947,3.88499999,3.654000044,3.187999964,,,,,,,
crs_--strategy_det_top_k__k_64,fp16,0.0005,512,1024,4,128,4,512,1024,4,128,4,4530176,0.3,8192,runnumber_1,1583898264103_235428,d1eb696b,28.04000092,30.93000031,32.84000015,33.65000153,4.447000027,4.184999943,4.061999798,4.024000168,4.481999874,3.88499999,3.66899991,3.187999964,,41.246,40.349,40.073,40.312,40.281,40.312
crs_--strategy_det_top_k__k_64,fp16,0.0005,512,1024,4,128,5,512,1024,4,128,5,4530176,0.3,8192,runnumber_0,1583898264103_235441,d1eb696b,28.43000031,32.16999817,33.02999878,33.70999908,4.423999786,4.103000164,4.046999931,4.019999981,4.406000137,3.796999931,3.569999933,3.055999994,,49.394,99.341,48.453,48.439,48.34,48.453
crs_--strategy_det_top_k__k_64,fp16,0.0005,512,1024,4,128,5,512,1024,4,128,5,4530176,0.3,8192,runnumber_1,1583898264103_235374,d1eb696b,28.46999931,31.98999977,33.38999939,33.75,4.414000034,4.107999802,4.039999962,4.019999981,4.343999863,3.782000065,3.539999962,3.056999922,,51.99,51.159,51.056,51.404,48.856,51.159
crs_--strategy_det_top_k__k_64,fp16,0.0005,512,1024,4,128,6,512,1024,4,128,6,4530176,0.3,8192,runnumber_0,1583898264103_235368,d1eb696b,27.38999939,31.79000092,32.84000015,33.75999832,4.518000126,4.079999924,4.021999836,4.000999928,4.322000027,3.729000092,3.496000051,2.950000048,,58.497,56.808,56.652,56.64,57.003,56.808
crs_--strategy_det_top_k__k_64,fp16,0.0005,512,1024,4,128,6,512,1024,4,128,6,4530176,0.3,8192,runnumber_1,1583898264103_235339,d1eb696b,29.35000038,31.97999954,32.79000092,33.83000183,4.354000092,4.070000172,4.022999763,4.000999928,4.322999954,3.730000019,3.497999907,2.950999975,,63.093,61.491,61.24,61.096,61.718,61.491
crs_--strategy_det_top_k__k_64,fp16,0.0005,512,1024,4,128,7,512,1024,4,128,7,4530176,0.3,8192,runnumber_0,1583898264103_235394,d1eb696b,28.97999954,32.09999847,33.02000046,33.47999954,4.359000206,4.065000057,4.017000198,4.006999969,4.322999954,3.687000036,3.440999985,2.852999926,,66.591,64.781,66.294,66.408,66.886,66.408
crs_--strategy_det_top_k__k_64,fp16,0.0005,512,1024,4,128,7,512,1024,4,128,7,4530176,0.3,8192,runnumber_1,1583898264103_235412,d1eb696b,29.11000061,32.18000031,33.27999878,33.45000076,4.321000099,4.059999943,4.008999825,4.008999825,4.322000027,3.686000109,3.440000057,2.854000092,,65.81,65.57,64.808,131.272,67.616,65.81
crs_--strategy_det_top_k__k_64,fp16,0.0005,512,1024,4,128,8,512,1024,4,128,8,4530176,0.3,8192,runnumber_0,1583898264103_235340,d1eb696b,29.70999908,32.27000046,33.33000183,33.59000015,4.288000107,4.040999889,4.001999855,4.000999928,4.248000145,3.625999928,3.371000051,2.753999949,,74.807,74.178,73.755,73.814,74.352,74.178
crs_--strategy_det_top_k__k_64,fp16,0.0005,512,1024,4,128,8,512,1024,4,128,8,4530176,0.3,8192,runnumber_1,1583898264103_235286,d1eb696b,29.79999924,32.34000015,33.52000046,33.68000031,4.244999886,4.045000076,3.993000031,3.993000031,4.137000084,3.59100008,3.352999926,2.753000021,,75.353,73.846,73.56,,73.515,73.703
crs_--strategy_det_top_k__k_64,fp16,0.0005,512,1024,4,128,9,512,1024,4,128,9,4530176,0.3,8192,runnumber_0,1583898264103_235359,d1eb696b,29.87999916,32.45999908,33.47000122,33.59999847,4.261000156,4.020999908,3.993000031,3.993000031,4.204999924,3.582000017,3.319000006,2.66899991,,89.413,93.4,91.62,92.47,81.244,91.62
crs_--strategy_det_top_k__k_64,fp16,0.0005,512,1024,4,128,9,512,1024,4,128,9,4530176,0.3,8192,runnumber_1,1583898264103_235364,d1eb696b,29.87999916,32.56999969,33.63000107,33.65999985,4.261000156,4.021999836,3.996000051,3.996000051,4.204999924,3.546999931,3.299000025,2.671000004,,83.791,81.559,83.637,81.548,,82.598
crs_--strategy_det_top_k__k_64,fp16,0.0005,512,1024,4,128,10,512,1024,4,128,10,4530176,0.3,8192,runnumber_0,1583898264103_235304,d1eb696b,30.48999977,33.16999817,33.72999954,33.72999954,4.164999962,3.989000082,3.986999989,3.986999989,4.186999798,3.548000097,3.276000023,2.598999977,,93.041,90.833,180.738,272.924,90.051,93.041
crs_--strategy_det_top_k__k_64,fp16,0.0005,512,1024,4,128,10,512,1024,4,128,10,4530176,0.3,8192,runnumber_1,1583898264103_235291,d1eb696b,30.07999992,32.86000061,33.63999939,33.72000122,4.211999893,4.013999939,3.994999886,3.994999886,4.18599987,3.549999952,3.27699995,2.599999905,,91.698,90.155,90.374,90.073,91.652,90.374
crs_--strategy_det_top_k__k_64,fp16,0.0005,512,1024,4,128,20,512,1024,4,128,20,4530176,0.3,8192,runnumber_0,1583898264103_235353,d1eb696b,29.94000053,33.02999878,33.45000076,33.47000122,4.188000202,3.957999945,3.957999945,3.957999945,4.164999962,3.361000061,2.986000061,2.180999994,,178.937,177.01,174.793,174.734,176.835,176.835
crs_--strategy_det_top_k__k_64,fp16,0.0005,512,1024,4,128,20,512,1024,4,128,20,4530176,0.3,8192,runnumber_1,1583898264103_235365,d1eb696b,29.78000069,33.02999878,33.54999924,33.54999924,4.19299984,3.960999966,3.960999966,3.960999966,4.164999962,3.361000061,2.986000061,2.180999994,,183.948,181.711,184.999,181.763,171.168,181.763
crs_--strategy_det_top_k__k_64,fp16,0.0005,512,1024,4,128,30,512,1024,4,128,30,4530176,0.3,8192,runnumber_0,1583898264103_235447,d1eb696b,27.10000038,32.43000031,32.81999969,32.81999969,4.377999783,3.992000103,3.989000082,3.989000082,4.401000023,3.391000032,2.923000097,2.059999943,,259.521,256.791,262.194,257.281,258.264,258.264
crs_--strategy_det_top_k__k_64,fp16,0.0005,512,1024,4,128,30,512,1024,4,128,30,4530176,0.3,8192,runnumber_1,1583898264103_235413,d1eb696b,27.10000038,32.43000031,32.81999969,32.81999969,4.377999783,3.992000103,3.989000082,3.989000082,4.401000023,3.391000032,2.923000097,2.709000111,,260.642,258.542,258.77,259.288,1117.77,259.288
crs_--strategy_det_top_k__k_256,fp16,0.000707,256,512,4,64,1,256,512,4,64,1,2265088,0.3,8192,runnumber_0,1583898264103_235307,d1eb696b,21.06999969,24.17000008,25.87000084,27.56999969,5.303999901,4.991000175,4.857999802,4.678999901,5.487999916,5.041999817,4.892000198,4.624000072,,13.58,12.264,25.821,12.291,15.02,13.58
crs_--strategy_det_top_k__k_256,fp16,0.000707,256,512,4,64,1,256,512,4,64,1,2265088,0.3,8192,runnumber_1,1583898264103_235294,d1eb696b,21.11000061,24.38999939,25.89999962,27.48999977,5.304999828,4.982999802,4.855999947,4.681000233,5.488999844,5.020999908,4.881000042,4.625,,13.316,12.464,12.436,12.48,12.842,12.48
crs_--strategy_det_top_k__k_256,fp16,0.000707,256,512,4,64,2,256,512,4,64,2,2265088,0.3,8192,runnumber_0,1583898264103_235386,d1eb696b,22.79999924,27.37000084,28.86000061,31.54000092,5.031000137,4.604000092,4.484000206,4.223999977,5.236999989,4.68900013,4.502999783,4.142000198,,19.742,19.507,19.716,20,19.797,19.742
crs_--strategy_det_top_k__k_256,fp16,0.000707,256,512,4,64,2,256,512,4,64,2,2265088,0.3,8192,runnumber_1,1583898264103_235308,d1eb696b,22.77000046,27.44000053,28.77000046,31.62000084,5.031000137,4.603000164,4.484000206,4.218999863,5.236999989,4.688000202,4.501999855,4.139999866,,19.621,19.175,19.053,18.78,19.155,19.155
crs_--strategy_det_top_k__k_256,fp16,0.000707,256,512,4,64,3,256,512,4,64,3,2265088,0.3,8192,runnumber_0,1583898264103_235301,d1eb696b,24.32999992,28.88999939,30.32999992,32.77000046,4.881000042,4.406000137,4.281000137,4.061999798,5.110000134,4.447999954,4.256999969,3.915999889,,26.808,25.348,52.513,26.248,25.767,26.248
crs_--strategy_det_top_k__k_256,fp16,0.000707,256,512,4,64,3,256,512,4,64,3,2265088,0.3,8192,runnumber_1,1583898264103_235313,d1eb696b,24.30999947,28.95999908,30.23999977,32.88000107,4.881999969,4.406000137,4.282000065,4.061999798,5.112999916,4.452000141,4.258999825,3.914999962,,28.016,25.547,25.36,25.387,29.952,25.547
crs_--strategy_det_top_k__k_256,fp16,0.000707,256,512,4,64,4,256,512,4,64,4,2265088,0.3,8192,runnumber_0,1583898264103_235370,d1eb696b,24.55999947,29.30999947,30.67000008,33.72000122,4.811999798,4.359000206,4.22300005,3.97300005,5.045000076,4.402999878,4.181000233,3.773999929,,32.909,32.303,32.289,32.409,32.162,32.303
crs_--strategy_det_top_k__k_256,fp16,0.000707,256,512,4,64,4,256,512,4,64,4,2265088,0.3,8192,runnumber_1,1583898264103_235306,d1eb696b,24.78000069,29.38999939,30.79000092,33.72000122,4.809999943,4.353000164,4.222000122,3.976999998,5.041999817,4.40199995,4.183000088,3.776000023,,38.625,36.793,36.575,36.995,32.501,36.793
crs_--strategy_det_top_k__k_256,fp16,0.000707,256,512,4,64,5,256,512,4,64,5,2265088,0.3,8192,runnumber_0,1583898264103_235362,d1eb696b,26.70000076,30.37000084,32.27000046,34.16999817,4.584000111,4.230999947,4.092999935,3.924999952,4.778999805,4.225999832,4.039000034,3.667999983,,39.642,39.004,39.35,38.922,38.681,39.004
crs_--strategy_det_top_k__k_256,fp16,0.000707,256,512,4,64,5,256,512,4,64,5,2265088,0.3,8192,runnumber_1,1583898264103_235358,d1eb696b,26.05999947,30.38999939,31.81999969,34.33000183,4.665999889,4.230000019,4.107999802,3.926000118,4.914999962,4.250999928,4.047999859,3.667000055,,39.137,39.029,38.755,38.797,39.431,39.029
crs_--strategy_det_top_k__k_256,fp16,0.000707,256,512,4,64,6,256,512,4,64,6,2265088,0.3,8192,runnumber_0,1583898264103_235385,d1eb696b,26.20999908,30.62000084,32.06000137,34.50999832,4.652999878,4.208000183,4.089000225,3.903000116,4.907000065,4.223999977,4.006000042,3.589999914,,47.107,44.981,45.67,45.028,45.67,45.67
crs_--strategy_det_top_k__k_256,fp16,0.000707,256,512,4,64,6,256,512,4,64,6,2265088,0.3,8192,runnumber_1,1583898264103_235421,d1eb696b,26.20999908,30.62000084,32.06000137,34.50999832,4.652999878,4.208000183,4.089000225,3.903000116,4.907000065,4.223999977,4.006000042,3.589999914,,45.87,45.445,44.65,44.412,44.455,44.65
crs_--strategy_det_top_k__k_256,fp16,0.000707,256,512,4,64,7,256,512,4,64,7,2265088,0.3,8192,runnumber_0,1583898264103_235423,d1eb696b,25.85000038,30.90999985,32.11000061,34.63999939,4.663000107,4.186999798,4.066999912,3.888000011,4.920000076,4.202000141,3.974999905,3.535000086,,53.501,51.985,51.669,52.465,52.77,52.465
crs_--strategy_det_top_k__k_256,fp16,0.000707,256,512,4,64,7,256,512,4,64,7,2265088,0.3,8192,runnumber_1,1583898264103_235280,d1eb696b,25.85000038,30.90999985,32.06000137,34.81000137,4.663000107,4.186999798,4.06799984,3.885999918,4.920000076,4.202000141,3.974999905,3.535000086,,53.766,53.218,52.752,52.957,52.122,52.957
crs_--strategy_det_top_k__k_256,fp16,0.000707,256,512,4,64,8,256,512,4,64,8,2265088,0.3,8192,runnumber_0,1583898264103_235311,d1eb696b,25.63999939,31.29000092,32.63999939,34.93000031,4.676000118,4.15500021,4.037000179,3.875,4.943999767,4.164999962,3.927000046,3.467000008,,60.966,121.285,184.907,62.314,62.508,62.508
crs_--strategy_det_top_k__k_256,fp16,0.000707,256,512,4,64,8,256,512,4,64,8,2265088,0.3,8192,runnumber_1,1583898264103_235285,d1eb696b,25.45999908,31.19000053,32.54999924,34.90000153,4.681000233,4.15500021,4.032999992,3.871000051,4.94299984,4.165999889,3.927000046,3.467999935,,,,,,,
crs_--strategy_det_top_k__k_256,fp16,0.000707,256,512,4,64,9,256,512,4,64,9,2265088,0.3,8192,runnumber_0,1583898264103_235419,d1eb696b,24.72999954,30.96999931,32.65999985,35.04999924,4.72300005,4.160999775,4.027999878,3.868000031,5.004000187,4.171000004,3.915999889,3.423000097,,67.502,66.385,68.39,66.697,66.582,66.697
crs_--strategy_det_top_k__k_256,fp16,0.000707,256,512,4,64,9,256,512,4,64,9,2265088,0.3,8192,runnumber_1,1583898264103_235344,d1eb696b,24.72999954,30.96999931,32.65999985,35.04999924,4.72300005,4.160999775,4.027999878,3.868000031,5.004000187,4.171000004,3.915999889,3.423000097,,68.72,67.1,67.344,67.818,67.283,67.344
crs_--strategy_det_top_k__k_256,fp16,0.000707,256,512,4,64,10,256,512,4,64,10,2265088,0.3,8192,runnumber_0,1583898264103_235326,d1eb696b,24.63999939,31.10000038,33.02999878,35,4.730999947,4.150000095,4.004000187,3.868999958,5.008999825,4.150000095,3.885999918,3.375999928,,73.464,73.616,72.911,72.882,71.801,72.911
crs_--strategy_det_top_k__k_256,fp16,0.000707,256,512,4,64,10,256,512,4,64,10,2265088,0.3,8192,runnumber_1,1583898264103_235327,d1eb696b,24.63999939,31.10000038,32.63000107,35.06999969,4.730999947,4.150000095,4.012000084,3.869999886,5.008999825,4.150000095,3.885999918,3.375,,73.055,72.257,72.144,71.946,74.303,72.257
crs_--strategy_det_top_k__k_256,fp16,0.000707,256,512,4,64,20,256,512,4,64,20,2265088,0.3,8192,runnumber_0,1583898264103_235407,d1eb696b,19.20000076,29.72999954,32.09999847,34.38000107,5.092000008,4.210000038,4.022999763,3.914999962,5.364999771,4.188000202,3.811000109,3.036999941,,139.213,277.276,136.99,136.687,138.235,138.235
crs_--strategy_det_top_k__k_256,fp16,0.000707,256,512,4,64,20,256,512,4,64,20,2265088,0.3,8192,runnumber_1,1583898264103_235299,d1eb696b,21.56999969,29.93000031,32.09999847,34.31000137,4.894000053,4.190000057,4.022999763,3.914999962,5.150000095,4.136000156,3.786000013,3.036000013,,141.1,281.885,138.142,137.839,138.402,138.402
crs_--strategy_det_top_k__k_256,fp16,0.000707,256,512,4,64,30,256,512,4,64,30,2265088,0.3,8192,runnumber_0,1583898264103_235411,d1eb696b,16.87999916,28.62999916,31.55999947,33.20000076,5.236999989,4.269999981,4.05700016,3.982000113,5.495999813,4.196000099,3.767999887,2.813999891,,203.698,205.122,203.305,200.519,200.034,203.305
crs_--strategy_det_top_k__k_256,fp16,0.000707,256,512,4,64,30,256,512,4,64,30,2265088,0.3,8192,runnumber_1,1583898264103_235384,d1eb696b,16.72999954,28.29000092,31.38999939,33.27999878,5.263999939,4.284999847,4.063000202,3.987999916,5.518000126,4.204999924,3.778000116,2.812999964,,206.742,205.754,410.773,203.352,203.547,205.754
crs_--strategy_det_top_k__k_256,fp16,0.0005,512,1024,4,128,1,512,1024,4,128,1,4530176,0.3,8192,runnumber_0,1583898264103_235433,d1eb696b,24.60000038,27.31999969,28.75,30.21999931,4.960000038,4.702000141,4.585999966,4.472000122,4.885000229,4.485000134,4.31400013,3.967999935,,,31.707,15.138,15.196,18.253,16.7245
